EmpId,Attrition,Department
101302,No,Sales
101303,No,Research & Development
101304,No,Research & Development
101305,No,Research & Development
101306,No,Research & Development
101307,No,Sales
101308,No,Research & Development
101309,No,Sales
101310,No,Sales
101311,No,Research & Development
101312,No,Research & Development
101313,Yes,Human Resources
101314,Yes,Human Resources
101315,No,Sales
101316,No,Research & Development
101317,No,Sales
101318,No,Research & Development
101319,No,Research & Development
101320,No,Sales
101321,No,Research & Development
101322,No,Research & Development
101323,No,Research & Development
101324,No,Human Resources
101325,No,Research & Development
101326,No,Research & Development
101327,Yes,Sales
101328,No,Sales
101329,No,Sales
101330,No,Human Resources
101331,No,Research & Development
101332,No,Research & Development
101333,Yes,Research & Development
101334,Yes,Sales
101335,No,Research & Development
101336,No,Research & Development
101337,No,Research & Development
101338,No,Sales
101339,Yes,Sales
101340,Yes,Research & Development
101341,No,Sales
101342,No,Research & Development
101343,No,Sales
101344,No,Research & Development
101345,No,Research & Development
101346,No,Research & Development
101347,No,Research & Development
101348,No,Human Resources
101349,No,Research & Development
101350,No,Research & Development
101351,No,Sales
101352,No,Research & Development
101353,No,Research & Development
101354,Yes,Research & Development
101355,Yes,Research & Development
101356,No,Sales
101357,No,Sales
101358,No,Research & Development
101359,No,Sales
101360,No,Sales
101361,No,Research & Development
101362,No,Research & Development
101363,No,Research & Development
101364,No,Sales
101365,No,Sales
101366,Yes,Sales
101367,No,Sales
101368,No,Research & Development
101369,No,Research & Development
101370,Yes,Sales
101371,No,Research & Development
101372,No,Sales
101373,No,Research & Development
101374,No,Research & Development
101375,No,Sales
101376,Yes,Research & Development
101377,No,Research & Development
101378,No,Research & Development
101379,No,Sales
101380,Yes,Human Resources
101381,No,Sales
101382,No,Research & Development
101383,No,Research & Development
101384,No,Research & Development
101385,No,Sales
101386,No,Sales
101387,No,Research & Development
101388,No,Research & Development
101389,No,Research & Development
101390,No,Research & Development
101391,Yes,Research & Development
101392,No,Sales
101393,No,Sales
101394,No,Sales
101395,No,Research & Development
101396,Yes,Sales
101397,Yes,Sales
101398,No,Research & Development
101399,No,Research & Development
101400,No,Research & Development
101401,No,Human Resources
101402,No,Human Resources
101403,No,Research & Development
101404,No,Sales
101405,No,Research & Development
101406,No,Research & Development
101407,No,Research & Development
101408,No,Research & Development
101409,No,Research & Development
101410,No,Research & Development
101411,No,Sales
101412,No,Human Resources
101413,No,Research & Development
101414,No,Research & Development
101415,No,Research & Development
101416,No,Research & Development
101417,No,Sales
101418,No,Sales
101419,No,Research & Development
101420,No,Research & Development
101421,No,Research & Development
101422,No,Research & Development
101423,No,Research & Development
101424,No,Research & Development
101425,No,Research & Development
101426,No,Research & Development
101427,No,Research & Development
101428,No,Research & Development
101429,No,Sales
101430,No,Research & Development
101431,No,Research & Development
101432,No,Sales
101433,No,Research & Development
101434,No,Sales
101435,No,Sales
101436,No,Research & Development
101437,No,Sales
101438,No,Research & Development
101439,Yes,Sales
101440,No,Sales
101441,No,Research & Development
101442,No,Research & Development
101443,Yes,Research & Development
101444,No,Research & Development
101445,Yes,Research & Development
101446,No,Research & Development
101447,No,Sales
101448,No,Sales
101449,No,Sales
101450,No,Research & Development
101451,No,Human Resources
101452,No,Sales
101453,Yes,Sales
101454,No,Sales
101455,No,Sales
101456,No,Research & Development
101457,No,Research & Development
101458,No,Research & Development
101459,No,Research & Development
101460,No,Research & Development
101461,No,Research & Development
101462,Yes,Sales
101463,No,Sales
101464,No,Research & Development
101465,No,Sales
101466,No,Research & Development
101467,No,Research & Development
101468,No,Research & Development
101469,No,Sales
101470,No,Research & Development
