"EmpId","Attrition","StandardHours","HourlyRate","MonthlyIncome","PercentSalaryHike","StockOptionLevel","Age","DistanceFromHome","Education","EducationField","Gender","MaritalStatus","BusinessTravel","Department","JobLevel","JobRole","JobSatisfaction","NumCompaniesWorked","PerformanceRating","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","OverTime","MonthlyIncomeBins","EducationBins","JobSatisfactionBins","WorkLifeBalanceBins"
100361,"No",200,34,6755,11,0,57,1,4,"Medical","Male","Married","Travel_Rarely","Research & Development","2","Healthcare Representative","3",2,"3",15,"2","3",3,2,1,2,"No","5K-8K","Masters","High","Better"
100362,"No",200,11,2213,13,1,40,10,4,"Life Sciences","Female","Married","Travel_Rarely","Research & Development","1","Laboratory Technician","3",3,"3",10,"3","3",7,7,1,7,"Yes","0-3K","Masters","High","Better"
100363,"No",200,13,2610,24,0,21,9,2,"Medical","Male","Single","Non-Travel","Sales","1","Sales Representative","4",1,"4",3,"3","2",3,2,2,2,"No","0-3K","College","Very High","Good"
100364,"Yes",200,14,2851,13,0,33,5,3,"Marketing","Female","Single","Travel_Rarely","Sales","1","Sales Representative","3",1,"3",1,"2","3",1,0,0,0,"Yes","0-3K","Bachelor","High","Better"
100365,"No",200,17,3452,20,1,37,10,3,"Medical","Female","Married","Travel_Rarely","Research & Development","1","Laboratory Technician","1",6,"4",17,"3","3",5,4,0,3,"No","3K-5K","Bachelor","Low","Better"
100366,"No",200,26,5258,14,0,46,7,4,"Medical","Female","Married","Non-Travel","Research & Development","2","Manufacturing Director","3",2,"3",7,"2","4",1,0,0,0,"No","5K-8K","Masters","High","Best"
100367,"Yes",200,47,9355,18,0,41,4,3,"Marketing","Male","Single","Travel_Frequently","Sales","2","Sales Executive","2",1,"1",8,"5","3",8,7,7,7,"No","8K-12K","Bachelor","Medium","Better"
100368,"No",200,52,10496,15,0,50,10,3,"Technical Degree","Male","Single","Travel_Rarely","Research & Development","3","Healthcare Representative","4",6,"3",20,"2","3",4,3,1,3,"No","8K-12K","Bachelor","Very High","Better"
100369,"Yes",200,32,6380,12,2,40,22,2,"Marketing","Male","Married","Travel_Rarely","Sales","2","Sales Executive","3",2,"3",8,"6","3",6,4,1,0,"Yes","5K-8K","College","High","Better"
100370,"No",200,13,2657,16,0,31,9,4,"Life Sciences","Male","Single","Travel_Rarely","Research & Development","1","Research Scientist","2",0,"3",3,"5","3",2,2,2,2,"Yes","0-3K","Masters","Medium","Better"
100371,"Yes",200,14,2716,15,0,21,12,3,"Life Sciences","Female","Single","Travel_Rarely","Sales","1","Sales Representative","2",1,"2",1,"0","3",1,0,0,0,"No","0-3K","Bachelor","Medium","Better"
100372,"No",200,11,2201,16,0,29,23,3,"Life Sciences","Male","Single","Travel_Rarely","Research & Development","1","Research Scientist","4",9,"3",6,"4","3",3,2,1,2,"No","0-3K","Bachelor","Very High","Better"
100373,"No",200,33,6540,19,0,35,9,4,"Life Sciences","Male","Single","Travel_Rarely","Research & Development","2","Healthcare Representative","2",9,"3",10,"5","3",1,1,0,0,"No","5K-8K","Masters","Medium","Better"
100374,"No",200,19,3816,11,1,27,1,2,"Medical","Male","Divorced","Travel_Rarely","Research & Development","1","Laboratory Technician","2",1,"3",5,"2","3",5,2,0,4,"No","3K-5K","College","Medium","Better"
100375,"No",200,26,5253,16,0,28,9,4,"Life Sciences","Male","Single","Travel_Rarely","Sales","2","Sales Executive","4",1,"3",7,"1","3",7,5,0,7,"No","5K-8K","Masters","Very High","Better"
100376,"No",200,55,10965,24,0,49,7,3,"Other","Male","Single","Travel_Rarely","Research & Development","3","Healthcare Representative","3",8,"4",26,"2","3",5,2,0,0,"No","8K-12K","Bachelor","High","Better"
100377,"No",200,25,4936,11,1,51,14,2,"Life Sciences","Female","Married","Travel_Rarely","Sales","2","Sales Executive","4",4,"3",18,"2","2",7,7,0,7,"No","3K-5K","College","Very High","Good"
100378,"No",200,13,2543,13,1,36,2,3,"Life Sciences","Female","Married","Travel_Rarely","Research & Development","1","Research Scientist","3",4,"3",6,"3","3",2,2,2,2,"No","0-3K","Bachelor","High","Better"
100379,"Yes",200,27,5304,13,0,34,19,3,"Marketing","Male","Single","Non-Travel","Sales","2","Sales Executive","4",8,"3",9,"3","2",5,2,0,4,"Yes","5K-8K","Bachelor","Very High","Good"
100380,"No",200,83,16659,13,0,55,2,3,"Life Sciences","Female","Single","Travel_Rarely","Research & Development","4","Manager","4",2,"3",30,"2","3",5,4,1,2,"Yes","12K+","Bachelor","Very High","Better"
100381,"No",200,21,4260,12,1,24,10,4,"Marketing","Female","Divorced","Travel_Rarely","Sales","2","Sales Executive","3",1,"3",5,"2","4",5,2,0,3,"Yes","3K-5K","Masters","High","Best"
100382,"No",200,12,2476,18,1,30,2,1,"Technical Degree","Male","Married","Travel_Rarely","Sales","1","Sales Representative","2",1,"3",1,"3","3",1,0,0,0,"No","0-3K","Below College","Medium","Better"
100383,"Yes",200,16,3102,22,0,26,3,1,"Technical Degree","Male","Single","Travel_Frequently","Research & Development","1","Research Scientist","1",0,"4",7,"2","3",6,4,0,4,"No","3K-5K","Below College","Low","Better"
100384,"No",200,11,2244,13,1,22,11,3,"Medical","Female","Married","Travel_Rarely","Research & Development","1","Research Scientist","2",1,"3",2,"1","3",2,1,1,2,"No","0-3K","Bachelor","Medium","Better"
100385,"No",200,38,7596,13,2,36,2,2,"Medical","Male","Married","Travel_Rarely","Sales","3","Sales Executive","3",1,"3",10,"2","3",10,9,9,0,"No","5K-8K","College","High","Better"
100386,"Yes",200,11,2285,23,0,30,4,3,"Technical Degree","Male","Single","Travel_Frequently","Research & Development","1","Research Scientist","4",9,"4",3,"4","3",1,0,0,0,"Yes","0-3K","Bachelor","Very High","Better"
100387,"No",200,15,3034,12,1,37,14,3,"Life Sciences","Female","Divorced","Travel_Rarely","Research & Development","1","Laboratory Technician","1",1,"1",18,"2","2",18,7,12,17,"No","3K-5K","Bachelor","Low","Good"
100388,"No",200,29,5715,12,2,40,2,2,"Marketing","Female","Divorced","Travel_Rarely","Sales","2","Sales Executive","2",7,"3",8,"5","3",5,4,1,3,"No","5K-8K","College","Medium","Better"
100389,"No",200,13,2576,16,1,42,1,4,"Life Sciences","Female","Divorced","Travel_Rarely","Research & Development","1","Laboratory Technician","1",3,"3",8,"5","3",5,2,1,2,"No","0-3K","Masters","Low","Better"
100390,"No",200,21,4197,12,0,37,10,4,"Life Sciences","Male","Single","Travel_Rarely","Research & Development","2","Manufacturing Director","2",2,"1",18,"2","2",1,0,0,1,"Yes","3K-5K","Masters","Medium","Good"
100391,"No",200,72,14336,11,1,43,12,3,"Life Sciences","Male","Divorced","Travel_Rarely","Research & Development","4","Research Director","2",1,"3",25,"3","3",25,10,3,9,"No","12K+","Bachelor","Medium","Better"
100392,"No",200,17,3448,22,1,40,2,3,"Medical","Female","Married","Travel_Rarely","Research & Development","2","Laboratory Technician","3",6,"4",20,"3","3",1,0,0,0,"No","3K-5K","Bachelor","High","Better"
100393,"No",200,97,19406,11,1,54,5,2,"Medical","Male","Married","Travel_Rarely","Research & Development","5","Research Director","1",4,"3",24,"4","2",4,2,1,2,"No","12K+","College","Low","Good"
100394,"No",200,33,6538,15,1,34,4,4,"Marketing","Female","Married","Non-Travel","Sales","2","Sales Executive","3",9,"3",6,"3","3",3,2,1,2,"No","5K-8K","Masters","High","Better"
100395,"No",200,22,4306,12,1,31,7,2,"Medical","Female","Married","Travel_Rarely","Research & Development","2","Manufacturing Director","1",1,"1",13,"5","1",13,10,3,12,"No","3K-5K","College","Low","Bad"
100396,"No",200,11,2258,20,1,43,21,3,"Medical","Male","Married","Travel_Frequently","Research & Development","1","Laboratory Technician","4",7,"4",8,"1","3",3,2,1,2,"No","0-3K","Bachelor","Very High","Better"
100397,"No",200,23,4522,14,0,43,8,4,"Other","Female","Divorced","Travel_Rarely","Research & Development","2","Healthcare Representative","3",4,"3",8,"3","3",5,2,0,2,"Yes","3K-5K","Masters","High","Better"
100398,"No",200,22,4487,11,0,25,4,2,"Life Sciences","Female","Single","Travel_Rarely","Sales","2","Sales Executive","4",1,"3",5,"3","3",5,4,1,3,"Yes","3K-5K","College","Very High","Better"
100399,"No",200,22,4449,15,2,37,25,5,"Medical","Female","Married","Non-Travel","Research & Development","2","Research Scientist","3",3,"3",15,"2","3",13,11,10,7,"Yes","3K-5K","Doctor","High","Better"
100400,"No",200,11,2218,12,1,31,1,2,"Life Sciences","Male","Married","Travel_Rarely","Research & Development","1","Laboratory Technician","1",1,"3",4,"3","3",4,2,3,2,"No","0-3K","College","Low","Better"
100401,"No",200,96,19197,14,1,39,1,1,"Life Sciences","Male","Divorced","Travel_Frequently","Research & Development","5","Manager","3",1,"3",21,"3","3",21,8,1,6,"Yes","12K+","Below College","High","Better"
100402,"No",200,66,13212,11,3,56,6,3,"Life Sciences","Female","Married","Travel_Frequently","Sales","4","Sales Executive","1",9,"1",36,"0","2",7,7,7,7,"No","12K+","Bachelor","Low","Good"
100403,"No",200,33,6577,11,0,30,12,3,"Technical Degree","Female","Single","Travel_Rarely","Sales","2","Sales Executive","3",0,"3",6,"6","3",5,4,4,4,"No","5K-8K","Bachelor","High","Better"
100404,"No",200,42,8392,16,1,41,1,3,"Marketing","Male","Married","Travel_Rarely","Sales","3","Sales Executive","1",1,"3",10,"2","3",10,7,0,7,"No","8K-12K","Bachelor","Low","Better"
100405,"No",200,23,4558,12,1,28,17,2,"Medical","Male","Divorced","Travel_Rarely","Research & Development","2","Laboratory Technician","1",1,"3",10,"2","3",10,0,1,8,"No","3K-5K","College","Low","Better"
100406,"Yes",200,20,4031,13,1,25,3,3,"Medical","Male","Married","Travel_Rarely","Research & Development","1","Laboratory Technician","1",5,"3",6,"5","3",2,2,0,2,"No","3K-5K","Bachelor","Low","Better"
100407,"No",200,40,7969,14,0,52,3,3,"Medical","Male","Married","Travel_Rarely","Research & Development","3","Manufacturing Director","3",2,"3",28,"4","3",5,4,0,4,"Yes","5K-8K","Bachelor","High","Better"
100408,"No",200,13,2654,21,2,45,10,2,"Life Sciences","Male","Married","Travel_Rarely","Research & Development","1","Research Scientist","4",3,"4",8,"3","2",2,2,0,2,"No","0-3K","College","Very High","Good"
100409,"No",200,83,16555,13,0,52,4,2,"Life Sciences","Female","Married","Travel_Rarely","Research & Development","4","Manager","4",2,"3",31,"2","1",5,2,1,4,"No","12K+","College","Very High","Bad"
100410,"No",200,23,4556,11,1,42,29,2,"Life Sciences","Female","Divorced","Travel_Frequently","Research & Development","2","Research Scientist","3",2,"3",19,"3","3",5,4,0,2,"No","3K-5K","College","High","Better"
100411,"No",200,30,6091,20,0,30,2,3,"Life Sciences","Female","Single","Travel_Rarely","Research & Development","2","Manufacturing Director","4",2,"4",11,"2","3",5,4,0,2,"No","5K-8K","Bachelor","Very High","Better"
100412,"No",200,98,19566,11,0,60,7,3,"Life Sciences","Female","Married","Travel_Rarely","Research & Development","5","Manager","1",5,"3",33,"5","1",29,8,11,10,"No","12K+","Bachelor","Low","Bad"
100413,"No",200,24,4810,14,1,46,18,3,"Medical","Female","Divorced","Travel_Rarely","Research & Development","2","Manufacturing Director","3",2,"3",19,"5","2",10,7,0,8,"No","3K-5K","Bachelor","High","Good"
100414,"No",200,23,4523,11,3,42,28,4,"Technical Degree","Female","Married","Travel_Frequently","Research & Development","2","Healthcare Representative","4",0,"3",7,"4","4",6,5,0,4,"No","3K-5K","Masters","Very High","Best"
100415,"Yes",200,16,3202,16,0,24,1,1,"Technical Degree","Female","Single","Travel_Rarely","Sales","1","Sales Representative","2",1,"3",6,"4","3",5,3,1,4,"Yes","3K-5K","Below College","Medium","Better"
100416,"Yes",200,12,2351,16,1,34,6,2,"Marketing","Female","Divorced","Travel_Frequently","Sales","1","Sales Representative","3",0,"3",3,"3","2",2,2,1,0,"No","0-3K","College","High","Good"
100417,"No",200,9,1702,23,1,38,2,2,"Life Sciences","Male","Married","Travel_Frequently","Research & Development","1","Laboratory Technician","4",1,"4",1,"3","3",1,0,0,0,"Yes","0-3K","College","Very High","Better"
100418,"No",200,90,18041,14,0,40,2,4,"Life Sciences","Female","Married","Travel_Rarely","Sales","5","Manager","3",0,"3",21,"2","3",20,15,1,12,"No","12K+","Masters","High","Better"
100419,"No",200,14,2886,22,2,26,23,3,"Life Sciences","Female","Divorced","Travel_Rarely","Research & Development","1","Research Scientist","4",1,"4",3,"3","1",3,2,0,2,"No","0-3K","Bachelor","Very High","Bad"
100420,"No",200,10,2097,15,1,30,3,3,"Life Sciences","Male","Married","Non-Travel","Research & Development","1","Laboratory Technician","4",4,"3",9,"3","1",5,3,1,4,"No","0-3K","Bachelor","Very High","Bad"
100421,"No",200,60,11935,18,0,29,3,4,"Medical","Male","Married","Travel_Rarely","Research & Development","3","Research Director","3",1,"3",10,"2","3",10,2,0,7,"No","8K-12K","Masters","High","Better"
100422,"Yes",200,13,2546,16,0,29,25,5,"Technical Degree","Female","Married","Travel_Rarely","Research & Development","1","Research Scientist","2",5,"3",6,"2","4",2,2,1,1,"No","0-3K","Doctor","Medium","Best"
100423,"Yes",200,13,2564,12,0,19,2,2,"Technical Degree","Male","Single","Travel_Rarely","Human Resources","1","Human Resources","4",1,"3",1,"3","4",1,0,0,0,"No","0-3K","College","Very High","Best"
100424,"No",200,42,8412,11,0,30,22,4,"Other","Female","Married","Non-Travel","Sales","3","Sales Executive","1",0,"1",10,"3","3",9,8,7,8,"No","8K-12K","Masters","Low","Better"
100425,"No",200,71,14118,12,1,57,29,3,"Marketing","Male","Divorced","Travel_Rarely","Sales","4","Manager","4",3,"3",32,"3","2",1,0,0,0,"No","12K+","Bachelor","Very High","Good"
100426,"No",200,85,17046,15,1,50,29,4,"Life Sciences","Male","Married","Travel_Rarely","Research & Development","4","Manager","3",0,"3",28,"2","3",27,10,15,7,"No","12K+","Masters","High","Better"
100427,"No",200,13,2564,14,0,30,2,3,"Medical","Female","Single","Non-Travel","Research & Development","1","Laboratory Technician","4",0,"3",12,"2","2",11,7,6,7,"No","0-3K","Bachelor","Very High","Good"
100428,"No",200,51,10266,19,0,60,28,3,"Marketing","Female","Married","Travel_Frequently","Sales","3","Sales Executive","1",4,"3",22,"5","4",18,13,13,11,"No","8K-12K","Bachelor","Low","Best"
100429,"No",200,25,5070,13,3,47,2,2,"Medical","Female","Divorced","Travel_Rarely","Research & Development","2","Manufacturing Director","4",5,"3",20,"2","3",5,0,0,4,"No","5K-8K","College","Very High","Better"
100430,"No",200,89,17861,13,0,46,2,3,"Life Sciences","Male","Married","Travel_Rarely","Research & Development","4","Research Director","3",6,"3",26,"2","1",3,2,0,1,"No","12K+","Bachelor","High","Bad"
100431,"No",200,21,4230,15,0,35,22,3,"Life Sciences","Male","Single","Travel_Rarely","Research & Development","1","Laboratory Technician","3",0,"3",6,"2","3",5,4,4,3,"No","3K-5K","Bachelor","High","Better"
100432,"No",200,19,3780,11,0,54,8,4,"Life Sciences","Female","Single","Travel_Rarely","Research & Development","2","Laboratory Technician","3",7,"3",19,"3","3",1,0,0,0,"No","3K-5K","Masters","High","Better"
100433,"No",200,14,2768,12,1,34,2,4,"Life Sciences","Male","Divorced","Travel_Rarely","Research & Development","1","Research Scientist","3",3,"3",14,"3","3",7,3,5,7,"No","0-3K","Masters","High","Better"
100434,"No",200,45,9071,19,1,46,10,3,"Marketing","Female","Married","Travel_Rarely","Sales","3","Sales Executive","4",2,"3",15,"3","3",3,2,1,2,"Yes","8K-12K","Bachelor","Very High","Better"
100435,"No",200,53,10648,25,1,31,9,1,"Life Sciences","Male","Divorced","Travel_Rarely","Research & Development","3","Manufacturing Director","2",1,"4",13,"6","4",13,8,0,8,"No","8K-12K","Below College","Medium","Best"
100436,"Yes",200,68,13610,12,0,33,15,1,"Medical","Male","Married","Travel_Rarely","Research & Development","3","Manager","3",7,"3",15,"2","4",7,6,7,7,"Yes","12K+","Below College","High","Best"
100437,"Yes",200,17,3408,13,3,33,10,1,"Medical","Male","Divorced","Travel_Rarely","Research & Development","1","Laboratory Technician","4",7,"3",8,"2","3",4,3,1,3,"No","3K-5K","Below College","Very High","Better"
100438,"No",200,15,2983,14,0,30,7,1,"Marketing","Male","Single","Travel_Rarely","Sales","1","Sales Representative","2",0,"2",4,"3","3",3,2,1,2,"No","0-3K","Below College","Medium","Better"
100439,"No",200,38,7632,12,0,35,16,3,"Life Sciences","Male","Married","Travel_Rarely","Research & Development","3","Healthcare Representative","3",4,"3",10,"2","3",8,7,0,0,"Yes","5K-8K","Bachelor","High","Better"
100440,"Yes",200,49,9824,12,0,31,20,3,"Life Sciences","Male","Married","Travel_Frequently","Research & Development","3","Healthcare Representative","3",3,"3",12,"2","3",1,0,0,0,"No","8K-12K","Bachelor","High","Better"
100441,"Yes",200,50,9950,15,3,34,23,3,"Human Resources","Female","Divorced","Travel_Frequently","Human Resources","3","Human Resources","1",9,"3",11,"2","3",3,2,0,2,"Yes","8K-12K","Bachelor","Low","Better"
100442,"No",200,10,2093,17,1,42,5,2,"Other","Male","Married","Travel_Frequently","Research & Development","1","Laboratory Technician","3",4,"3",8,"4","3",2,2,2,0,"No","0-3K","College","High","Better"
100443,"No",200,50,9980,14,0,36,10,4,"Medical","Male","Single","Non-Travel","Sales","3","Sales Executive","4",1,"3",10,"3","2",10,3,9,7,"No","8K-12K","Masters","Very High","Good"
100444,"Yes",200,19,3894,16,0,22,4,1,"Technical Degree","Male","Single","Travel_Frequently","Research & Development","1","Laboratory Technician","3",5,"3",4,"3","3",2,2,1,2,"No","3K-5K","Below College","High","Better"
100445,"No",200,20,4051,14,1,48,2,5,"Marketing","Female","Married","Travel_Rarely","Sales","2","Sales Executive","4",2,"3",14,"2","3",9,7,6,7,"No","3K-5K","Doctor","Very High","Better"
100446,"No",200,84,16835,23,0,55,18,5,"Life Sciences","Female","Single","Travel_Rarely","Sales","4","Manager","2",3,"4",37,"2","3",10,9,7,7,"No","12K+","Doctor","Medium","Better"
100447,"No",200,31,6230,14,0,41,10,2,"Life Sciences","Male","Single","Non-Travel","Sales","2","Sales Executive","4",7,"3",16,"3","3",14,3,1,10,"No","5K-8K","College","Very High","Better"
100448,"No",200,24,4717,11,0,35,1,3,"Marketing","Male","Married","Travel_Rarely","Sales","2","Sales Executive","3",9,"3",15,"2","3",11,9,6,9,"No","3K-5K","Bachelor","High","Better"
100449,"No",200,66,13237,15,0,40,6,3,"Life Sciences","Female","Single","Travel_Rarely","Research & Development","4","Manufacturing Director","3",7,"3",22,"3","3",20,6,5,13,"No","12K+","Bachelor","High","Better"
100450,"No",200,19,3755,11,1,39,8,1,"Life Sciences","Female","Married","Travel_Frequently","Research & Development","1","Laboratory Technician","3",1,"3",8,"3","3",8,3,0,7,"No","3K-5K","Below College","High","Better"
100451,"No",200,33,6582,13,0,31,2,1,"Life Sciences","Male","Single","Travel_Rarely","Sales","2","Sales Executive","4",4,"3",10,"2","4",6,5,0,5,"Yes","5K-8K","Below College","Very High","Best"
100452,"No",200,37,7406,21,1,42,24,3,"Medical","Male","Married","Travel_Rarely","Research & Development","3","Manufacturing Director","1",1,"1",10,"5","2",10,9,5,8,"Yes","5K-8K","Bachelor","Low","Good"
100453,"No",200,24,4805,19,1,45,2,3,"Other","Male","Married","Travel_Rarely","Sales","2","Sales Executive","2",0,"3",9,"3","4",8,7,3,7,"No","3K-5K","Bachelor","Medium","Best"
100454,"Yes",200,14,2741,11,1,26,17,4,"Life Sciences","Female","Divorced","Travel_Frequently","Human Resources","1","Human Resources","3",0,"3",8,"2","2",7,7,1,0,"Yes","0-3K","Masters","High","Good"
100455,"No",200,21,4262,12,2,29,19,3,"Technical Degree","Male","Divorced","Travel_Rarely","Research & Development","2","Manufacturing Director","4",4,"3",8,"2","4",3,2,1,2,"No","3K-5K","Bachelor","Very High","Best"
100456,"No",200,81,16184,19,1,33,1,5,"Medical","Female","Divorced","Travel_Rarely","Research & Development","4","Research Director","3",4,"3",10,"2","3",6,1,0,5,"No","12K+","Doctor","High","Better"
100457,"No",200,58,11557,21,1,31,7,3,"Life Sciences","Male","Divorced","Travel_Rarely","Sales","3","Manager","4",9,"4",10,"3","2",5,4,0,1,"No","8K-12K","Bachelor","Very High","Good"
100458,"Yes",200,9,1878,14,0,18,5,3,"Marketing","Male","Single","Travel_Frequently","Sales","1","Sales Representative","2",1,"2",0,"3","3",0,0,0,0,"Yes","0-3K","Bachelor","Medium","Better"
100459,"No",200,55,10932,15,1,40,28,3,"Other","Male","Divorced","Non-Travel","Sales","3","Sales Executive","1",3,"3",20,"2","3",1,0,0,1,"No","8K-12K","Bachelor","Low","Better"
100460,"No",200,34,6811,17,0,41,2,4,"Other","Female","Single","Non-Travel","Research & Development","2","Healthcare Representative","3",2,"3",10,"3","3",8,7,0,7,"Yes","5K-8K","Masters","High","Better"
100461,"No",200,22,4306,12,2,26,29,2,"Medical","Male","Divorced","Travel_Rarely","Sales","2","Sales Executive","3",5,"3",8,"5","3",0,0,0,0,"No","3K-5K","College","High","Better"
100462,"No",200,24,4859,16,0,35,1,3,"Medical","Female","Single","Travel_Rarely","Sales","2","Sales Executive","3",1,"3",5,"3","3",5,4,0,3,"No","3K-5K","Bachelor","High","Better"
100463,"No",200,27,5337,12,0,34,21,4,"Life Sciences","Male","Single","Travel_Rarely","Sales","2","Sales Executive","4",1,"3",10,"3","3",10,7,5,7,"No","5K-8K","Masters","Very High","Better"
100464,"Yes",200,12,2340,18,0,26,24,3,"Technical Degree","Male","Single","Travel_Rarely","Research & Development","1","Laboratory Technician","4",1,"3",1,"3","1",1,0,0,0,"Yes","0-3K","Bachelor","Very High","Bad"
100465,"No",200,37,7491,17,0,37,1,3,"Technical Degree","Female","Single","Travel_Rarely","Research & Development","3","Manufacturing Director","4",4,"3",12,"3","4",6,5,1,2,"No","5K-8K","Bachelor","Very High","Best"
100466,"No",200,53,10527,11,0,46,18,1,"Medical","Female","Married","Travel_Frequently","Research & Development","3","Healthcare Representative","3",5,"3",28,"3","2",2,2,1,2,"No","8K-12K","Below College","High","Good"
100467,"No",200,83,16595,16,1,41,2,5,"Life Sciences","Female","Married","Travel_Rarely","Sales","4","Manager","1",7,"3",22,"2","3",18,16,11,8,"No","12K+","Doctor","Low","Better"
100468,"No",200,44,8834,13,1,37,9,4,"Medical","Male","Divorced","Non-Travel","Sales","3","Sales Executive","2",1,"3",9,"6","3",9,5,7,7,"No","8K-12K","Masters","Medium","Better"
100469,"No",200,28,5577,12,2,52,6,2,"Technical Degree","Male","Divorced","Travel_Rarely","Research & Development","2","Research Scientist","1",3,"3",18,"3","3",10,9,6,9,"Yes","5K-8K","College","Low","Better"
100470,"Yes",200,24,4707,12,0,32,11,4,"Other","Male","Married","Non-Travel","Sales","2","Sales Executive","3",8,"3",6,"2","3",4,2,1,2,"No","3K-5K","Masters","High","Better"
100471,"No",200,12,2400,13,2,24,24,3,"Medical","Male","Married","Travel_Frequently","Sales","1","Sales Representative","4",0,"3",3,"3","3",2,2,2,1,"No","0-3K","Bachelor","Very High","Better"
100472,"No",200,49,9824,19,1,38,10,3,"Medical","Female","Married","Travel_Rarely","Research & Development","2","Healthcare Representative","3",3,"3",18,"4","3",1,0,0,0,"No","8K-12K","Bachelor","High","Better"
100473,"No",200,32,6447,12,1,37,1,4,"Life Sciences","Female","Married","Travel_Rarely","Research & Development","2","Manufacturing Director","2",6,"1",8,"2","2",6,5,4,3,"No","5K-8K","Masters","Medium","Good"
100474,"No",200,98,19502,17,1,49,18,4,"Life Sciences","Male","Divorced","Travel_Rarely","Research & Development","5","Research Director","3",1,"3",31,"5","3",31,9,0,9,"Yes","12K+","Masters","High","Better"
100475,"No",200,14,2725,11,2,24,23,3,"Medical","Male","Married","Travel_Rarely","Research & Development","1","Research Scientist","4",1,"3",6,"3","3",6,5,1,4,"Yes","0-3K","Bachelor","Very High","Better"
100476,"No",200,31,6272,20,2,26,28,2,"Marketing","Male","Married","Travel_Rarely","Sales","2","Sales Executive","2",1,"4",6,"5","4",5,3,1,4,"No","5K-8K","College","Medium","Best"
100477,"No",200,11,2127,21,1,24,17,2,"Other","Male","Married","Travel_Rarely","Research & Development","1","Laboratory Technician","2",1,"4",1,"2","3",1,0,0,0,"No","0-3K","College","Medium","Better"
100478,"No",200,91,18200,11,1,50,3,3,"Medical","Male","Married","Travel_Frequently","Human Resources","5","Manager","2",1,"3",32,"2","3",32,5,10,7,"No","12K+","Bachelor","Medium","Better"
100479,"No",200,10,2096,11,0,25,13,1,"Medical","Male","Married","Travel_Rarely","Sales","1","Sales Representative","3",1,"3",7,"1","3",7,4,0,6,"No","0-3K","Below College","High","Better"
100480,"Yes",200,14,2886,16,1,24,7,3,"Life Sciences","Female","Married","Travel_Frequently","Research & Development","1","Laboratory Technician","3",1,"3",6,"4","3",6,3,1,2,"Yes","0-3K","Bachelor","High","Better"
100481,"Yes",200,10,2033,18,1,30,12,4,"Life Sciences","Male","Married","Travel_Frequently","Sales","1","Sales Representative","1",1,"3",1,"2","4",1,0,0,0,"No","0-3K","Masters","Low","Best"
100482,"No",200,18,3622,13,1,34,1,2,"Life Sciences","Male","Married","Travel_Rarely","Research & Development","1","Research Scientist","4",1,"3",6,"3","3",6,5,1,3,"Yes","3K-5K","College","Very High","Better"
100483,"Yes",200,21,4233,17,0,31,13,4,"Medical","Male","Divorced","Travel_Rarely","Sales","2","Sales Executive","1",2,"3",9,"2","1",3,1,1,2,"No","3K-5K","Masters","Low","Bad"
100484,"No",200,18,3681,14,0,35,25,2,"Other","Male","Single","Travel_Rarely","Research & Development","2","Laboratory Technician","4",4,"3",9,"3","3",3,2,0,2,"No","3K-5K","College","Very High","Better"
100485,"No",200,27,5460,22,2,31,6,4,"Medical","Male","Divorced","Travel_Rarely","Sales","2","Sales Executive","4",4,"4",13,"4","4",7,7,5,7,"No","5K-8K","Masters","Very High","Best"
100486,"No",200,11,2187,12,2,27,6,4,"Medical","Female","Divorced","Travel_Rarely","Research & Development","1","Research Scientist","3",0,"3",6,"5","2",5,3,0,3,"No","0-3K","Masters","High","Good"
100487,"No",200,48,9602,11,1,37,2,3,"Marketing","Male","Married","Travel_Rarely","Sales","2","Sales Executive","3",4,"3",17,"3","2",3,0,1,0,"Yes","8K-12K","Bachelor","High","Good"
100488,"No",200,14,2836,13,0,20,1,3,"Life Sciences","Female","Single","Travel_Rarely","Research & Development","1","Research Scientist","2",1,"1",1,"0","4",1,0,0,0,"No","0-3K","Bachelor","Medium","Best"
100489,"No",200,20,4089,13,2,42,2,4,"Life Sciences","Female","Married","Travel_Rarely","Research & Development","2","Healthcare Representative","4",1,"3",10,"4","3",10,2,2,2,"No","3K-5K","Masters","Very High","Better"
100490,"No",200,83,16627,14,1,43,6,4,"Other","Male","Divorced","Travel_Rarely","Research & Development","4","Research Director","4",4,"3",21,"3","2",1,0,0,0,"Yes","12K+","Masters","Very High","Good"
100491,"No",200,13,2619,17,0,38,1,1,"Life Sciences","Female","Single","Travel_Rarely","Research & Development","1","Research Scientist","1",3,"3",8,"3","2",0,0,0,0,"No","0-3K","Below College","Low","Good"
100492,"No",200,28,5679,13,1,43,9,5,"Medical","Male","Divorced","Travel_Frequently","Research & Development","2","Laboratory Technician","3",3,"3",10,"3","3",8,7,4,7,"Yes","5K-8K","Doctor","High","Better"
100493,"No",200,77,15402,11,1,48,1,4,"Life Sciences","Female","Married","Travel_Rarely","Research & Development","4","Manager","1",7,"3",21,"3","1",3,2,0,2,"No","12K+","Masters","Low","Bad"
100494,"No",200,30,5985,11,0,44,1,4,"Life Sciences","Female","Single","Travel_Rarely","Human Resources","2","Human Resources","3",4,"3",10,"1","4",2,2,0,2,"No","5K-8K","Masters","High","Best"
