EmpId,Age,DistanceFromHome,Education,EducationField,Gender,MaritalStatus
100662,43,8,3,Life Sciences,Female,Divorced
100663,20,2,3,Medical,Female,Single
100664,21,18,1,Other,Female,Single
100665,36,14,1,Life Sciences,Male,Married
100666,47,2,4,Life Sciences,Female,Single
100667,22,3,1,Life Sciences,Female,Married
100668,41,2,4,Life Sciences,Female,Divorced
100669,28,9,3,Medical,Female,Divorced
100670,39,6,3,Medical,Male,Married
100671,27,4,3,Life Sciences,Female,Single
100672,34,10,3,Life Sciences,Male,Divorced
100673,42,14,2,Medical,Female,Single
100674,33,1,4,Other,Male,Single
100675,58,5,3,Technical Degree,Female,Divorced
100676,31,7,4,Life Sciences,Male,Married
100677,35,21,1,Life Sciences,Female,Married
100678,49,8,2,Other,Female,Married
100679,48,20,4,Medical,Male,Married
100680,31,20,2,Marketing,Female,Married
100681,36,7,4,Other,Male,Single
100682,38,1,3,Technical Degree,Female,Married
100683,32,1,3,Life Sciences,Female,Married
100684,25,19,2,Marketing,Male,Married
100685,40,10,4,Marketing,Male,Divorced
100686,26,1,3,Medical,Male,Single
100687,41,6,3,Medical,Male,Single
100688,36,2,4,Medical,Male,Single
100689,19,21,3,Other,Male,Single
100690,20,4,3,Technical Degree,Male,Single
100691,31,12,3,Medical,Female,Married
100692,40,9,4,Medical,Male,Divorced
100693,32,3,4,Medical,Female,Married
100694,36,3,1,Life Sciences,Male,Married
100695,33,1,3,Life Sciences,Female,Single
100696,37,1,4,Life Sciences,Male,Married
100697,45,4,2,Life Sciences,Male,Married
100698,29,20,3,Technical Degree,Female,Married
100699,35,18,3,Medical,Female,Married
100700,52,1,2,Life Sciences,Male,Married
100701,58,2,3,Technical Degree,Male,Single
100702,53,2,2,Medical,Male,Divorced
100703,30,8,2,Other,Male,Divorced
100704,38,10,3,Technical Degree,Female,Single
100705,35,3,4,Life Sciences,Male,Divorced
100706,39,2,5,Life Sciences,Male,Single
100707,40,24,3,Life Sciences,Female,Single
100708,47,16,4,Medical,Male,Divorced
100709,36,8,4,Technical Degree,Male,Divorced
100710,31,9,2,Medical,Male,Single
100711,33,17,3,Life Sciences,Male,Single
100712,29,10,3,Life Sciences,Female,Single
100713,33,13,1,Life Sciences,Female,Single
100714,45,1,4,Medical,Female,Divorced
100715,50,1,2,Medical,Male,Divorced
100716,33,1,4,Other,Female,Married
100717,41,9,3,Medical,Male,Divorced
100718,27,16,4,Technical Degree,Female,Married
100719,45,23,2,Life Sciences,Male,Married
100720,47,4,2,Life Sciences,Female,Single
100721,30,22,3,Life Sciences,Female,Married
100722,50,24,3,Life Sciences,Male,Married
100723,38,10,1,Medical,Male,Married
100724,46,7,2,Medical,Male,Divorced
100725,24,17,1,Medical,Female,Divorced
100726,35,14,4,Other,Male,Divorced
100727,31,1,1,Life Sciences,Female,Married
100728,18,5,2,Life Sciences,Male,Single
100729,54,17,3,Technical Degree,Female,Married
100730,35,25,4,Medical,Female,Divorced
100731,30,8,2,Life Sciences,Female,Married
100732,20,11,3,Medical,Female,Single
100733,30,5,3,Medical,Female,Single
100734,26,2,2,Medical,Male,Married
100735,22,8,1,Life Sciences,Male,Married
100736,48,6,3,Life Sciences,Male,Single
100737,48,4,4,Life Sciences,Male,Single
100738,41,7,2,Medical,Female,Single
100739,39,1,1,Life Sciences,Female,Married
100740,27,2,4,Life Sciences,Female,Married
100741,35,10,3,Other,Male,Divorced
100742,42,5,2,Marketing,Male,Married
100743,50,9,3,Life Sciences,Male,Married
100744,59,2,3,Life Sciences,Female,Single
100745,37,11,2,Medical,Female,Married
100746,55,18,4,Medical,Male,Married
100747,41,7,1,Life Sciences,Female,Divorced
100748,38,3,4,Life Sciences,Male,Single
100749,26,29,2,Medical,Male,Single
100750,52,2,1,Marketing,Female,Married
100751,44,28,3,Medical,Female,Married
100752,50,1,3,Life Sciences,Female,Married
100753,36,16,4,Life Sciences,Female,Single
100754,39,22,3,Medical,Female,Single
100755,33,8,1,Life Sciences,Female,Single
100756,45,11,2,Life Sciences,Female,Married
100757,32,29,4,Medical,Female,Single
100758,34,1,4,Marketing,Male,Divorced
100759,59,1,2,Technical Degree,Male,Married
100760,45,24,4,Medical,Male,Single
100761,53,2,3,Marketing,Female,Married
100762,36,15,3,Other,Male,Divorced
100763,26,2,3,Life Sciences,Male,Married
100764,34,10,4,Life Sciences,Female,Married
100765,28,10,1,Medical,Male,Married
100766,38,3,4,Other,Male,Married
100767,50,2,4,Medical,Male,Married
100768,37,3,3,Other,Female,Single
100769,40,26,3,Marketing,Male,Married
100770,26,1,1,Medical,Female,Divorced
100771,46,1,4,Medical,Male,Divorced
100772,54,2,4,Life Sciences,Female,Married
100773,56,9,3,Medical,Female,Married
100774,36,12,5,Medical,Female,Single
100775,55,2,1,Medical,Male,Single
100776,43,25,3,Medical,Male,Divorced
100777,20,9,3,Marketing,Female,Single
100778,21,10,3,Life Sciences,Female,Single
100779,46,8,4,Life Sciences,Female,Divorced
100780,51,4,4,Life Sciences,Male,Married
100781,28,24,2,Technical Degree,Male,Single
100782,26,1,2,Medical,Male,Married
100783,30,20,3,Other,Male,Married
100784,41,7,2,Technical Degree,Female,Married
100785,38,17,1,Life Sciences,Female,Married
100786,40,20,4,Technical Degree,Male,Married
100787,27,8,5,Life Sciences,Male,Married
100788,55,2,1,Life Sciences,Male,Married
100789,28,10,3,Other,Female,Single
100790,44,1,2,Medical,Male,Married
100791,33,5,3,Life Sciences,Male,Divorced
100792,35,4,3,Technical Degree,Male,Single
100793,33,29,4,Medical,Female,Single
100794,28,15,2,Life Sciences,Male,Divorced
100795,34,3,1,Life Sciences,Male,Single
100796,37,10,4,Life Sciences,Female,Divorced
100797,25,4,1,Technical Degree,Male,Married
100798,26,21,3,Medical,Male,Divorced
100799,33,25,3,Medical,Male,Single
100800,42,2,2,Medical,Male,Married
100801,28,1,3,Medical,Male,Divorced
100802,50,1,4,Other,Male,Single
100803,33,7,3,Life Sciences,Female,Married
100804,34,3,4,Life Sciences,Male,Married
100805,48,1,4,Medical,Male,Single
100806,45,9,4,Life Sciences,Female,Married
100807,52,7,4,Life Sciences,Male,Single
100808,38,10,4,Marketing,Male,Divorced
100809,29,28,4,Life Sciences,Female,Divorced
100810,28,3,3,Medical,Female,Divorced
100811,46,3,1,Marketing,Male,Married
100812,38,2,2,Marketing,Male,Single
100813,43,27,3,Life Sciences,Female,Married
100814,39,2,3,Life Sciences,Male,Divorced
100815,40,14,3,Medical,Male,Single
100816,21,1,1,Technical Degree,Female,Single
100817,39,9,3,Life Sciences,Male,Single
100818,36,18,4,Life Sciences,Male,Single
100819,31,20,3,Life Sciences,Male,Married
100820,28,2,1,Life Sciences,Male,Married
100821,35,11,2,Marketing,Male,Divorced
100822,49,8,4,Technical Degree,Male,Married
100823,34,2,2,Life Sciences,Male,Single
100824,29,10,3,Life Sciences,Female,Divorced
100825,42,29,3,Medical,Male,Single
100826,29,8,1,Medical,Male,Married
100827,38,1,3,Human Resources,Male,Married
100828,28,6,3,Life Sciences,Male,Divorced
100829,18,8,1,Medical,Male,Single
100830,33,9,4,Marketing,Female,Single
100831,41,12,4,Life Sciences,Male,Married
100832,31,15,3,Medical,Male,Married
100833,37,25,2,Medical,Female,Divorced
100834,27,6,3,Life Sciences,Male,Married
100835,34,9,1,Life Sciences,Female,Married
100836,35,8,4,Technical Degree,Male,Single
100837,29,23,1,Life Sciences,Female,Married
100838,40,9,4,Medical,Female,Single
100839,42,12,3,Life Sciences,Male,Single
100840,42,4,4,Marketing,Male,Single
100841,35,1,4,Medical,Male,Married
100842,24,24,3,Medical,Male,Single
100843,28,12,1,Life Sciences,Female,Married
100844,26,3,4,Medical,Male,Married
100845,30,10,3,Marketing,Male,Married
100846,40,26,2,Medical,Female,Married
100847,35,2,3,Life Sciences,Male,Divorced
100848,34,1,3,Medical,Male,Single
100849,35,4,4,Other,Male,Married
100850,43,9,3,Marketing,Female,Single
100851,32,2,1,Life Sciences,Female,Divorced
100852,56,4,4,Technical Degree,Female,Divorced
100853,29,6,1,Medical,Female,Married
100854,19,9,2,Life Sciences,Male,Single
100855,45,7,3,Medical,Female,Married
100856,37,1,3,Life Sciences,Female,Married
100857,20,3,3,Life Sciences,Male,Single
100858,44,10,4,Life Sciences,Male,Single
100859,53,7,2,Medical,Female,Divorced
100860,29,15,1,Life Sciences,Female,Married
100861,22,3,4,Life Sciences,Male,Married
100862,46,2,3,Marketing,Female,Married
100863,44,17,3,Life Sciences,Male,Single
100864,33,2,3,Human Resources,Male,Married
100865,41,5,2,Life Sciences,Male,Divorced
100866,30,29,4,Life Sciences,Male,Divorced
100867,40,2,4,Medical,Male,Married
100868,50,2,3,Medical,Female,Married
100869,28,19,4,Medical,Male,Married
100870,46,15,2,Life Sciences,Male,Married
100871,35,17,4,Life Sciences,Male,Married
100872,24,17,2,Life Sciences,Female,Married
100873,33,25,3,Medical,Female,Married
100874,36,6,4,Life Sciences,Male,Divorced
100875,30,7,4,Life Sciences,Male,Divorced
100876,44,29,4,Other,Male,Single
100877,20,21,3,Marketing,Male,Single
100878,46,2,4,Technical Degree,Male,Divorced
100879,42,2,5,Medical,Male,Married
100880,60,7,4,Marketing,Male,Divorced
100881,32,13,3,Other,Female,Married
100882,32,2,2,Life Sciences,Female,Single
100883,36,1,3,Technical Degree,Female,Divorced
100884,33,9,3,Medical,Male,Married
100885,40,10,3,Technical Degree,Female,Divorced
100886,25,10,4,Life Sciences,Male,Single
100887,30,1,3,Medical,Male,Married
100888,42,26,5,Medical,Female,Married
100889,35,8,2,Marketing,Female,Married
100890,27,14,3,Life Sciences,Male,Married
100891,54,1,4,Life Sciences,Female,Divorced
100892,44,2,1,Life Sciences,Female,Married
100893,19,10,3,Medical,Female,Single
100894,29,1,3,Life Sciences,Female,Divorced
100895,54,3,3,Life Sciences,Male,Married
100896,31,11,2,Medical,Male,Married
100897,31,24,3,Medical,Female,Single
100898,59,3,3,Life Sciences,Female,Single
100899,43,3,3,Life Sciences,Male,Married
100900,49,4,2,Medical,Male,Married
100901,36,3,3,Technical Degree,Male,Married
100902,48,2,2,Technical Degree,Male,Single
100903,27,4,2,Life Sciences,Male,Divorced
100904,29,7,3,Life Sciences,Male,Divorced
100905,48,1,3,Life Sciences,Male,Single
100906,29,1,3,Life Sciences,Female,Divorced
100907,34,20,3,Technical Degree,Female,Married
100908,44,5,3,Marketing,Male,Married
100909,33,10,5,Marketing,Male,Divorced
100910,19,25,3,Life Sciences,Female,Single
100911,23,1,2,Life Sciences,Male,Married
100912,25,24,1,Life Sciences,Male,Single
100913,26,4,2,Life Sciences,Male,Single
100914,45,2,3,Marketing,Female,Single
100915,55,8,1,Medical,Male,Divorced
100916,21,10,2,Life Sciences,Female,Single
100917,46,4,2,Marketing,Female,Married
100918,34,2,3,Marketing,Female,Single
100919,51,9,3,Life Sciences,Male,Divorced
100920,59,18,4,Medical,Male,Single
100921,34,19,3,Medical,Female,Divorced
100922,28,1,4,Medical,Male,Single
100923,44,4,2,Life Sciences,Male,Divorced
100924,34,11,3,Life Sciences,Male,Married
100925,35,6,1,Life Sciences,Male,Married
100926,42,7,4,Medical,Female,Married
100927,43,4,4,Marketing,Female,Single
100928,36,2,4,Life Sciences,Female,Single
100929,44,15,3,Medical,Female,Married
100930,28,2,3,Life Sciences,Male,Married
100931,51,6,2,Medical,Female,Single
100932,30,9,2,Medical,Female,Single
100933,29,7,3,Technical Degree,Female,Divorced
100934,28,1,3,Technical Degree,Male,Single
100935,25,1,3,Medical,Female,Single
100936,32,8,3,Medical,Male,Married
100937,45,25,3,Medical,Female,Single
100938,39,13,4,Medical,Female,Divorced
100939,58,23,4,Life Sciences,Male,Divorced
100940,32,7,2,Life Sciences,Male,Married
100941,39,23,3,Medical,Male,Single
100942,30,6,3,Technical Degree,Female,Married
100943,36,10,4,Technical Degree,Female,Married
100944,46,1,2,Life Sciences,Female,Single
100945,28,1,3,Life Sciences,Female,Married
100946,50,28,3,Life Sciences,Female,Married
100947,40,25,4,Marketing,Male,Single
100948,52,5,3,Life Sciences,Male,Single
100949,30,17,4,Medical,Female,Married
100950,39,18,2,Life Sciences,Male,Single
100951,31,2,4,Life Sciences,Female,Divorced
100952,41,10,2,Medical,Male,Single
100953,31,1,3,Life Sciences,Female,Single
100954,44,3,3,Life Sciences,Male,Married
100955,42,2,1,Life Sciences,Male,Married
100956,55,2,2,Medical,Female,Married
100957,56,8,4,Life Sciences,Male,Single
100958,40,16,2,Life Sciences,Male,Divorced
100959,34,9,3,Life Sciences,Male,Divorced
100960,40,2,3,Life Sciences,Male,Single
100961,41,1,3,Marketing,Female,Divorced
100962,35,4,4,Life Sciences,Male,Single
100963,51,5,3,Life Sciences,Male,Divorced
100964,38,2,2,Life Sciences,Female,Divorced
100965,34,15,2,Medical,Female,Single
100966,25,19,1,Medical,Male,Married
100967,58,7,4,Medical,Female,Married
100968,40,1,4,Life Sciences,Male,Married
100969,36,7,3,Marketing,Female,Married
100970,48,4,3,Life Sciences,Male,Single
100971,27,11,3,Medical,Female,Married
100972,51,11,2,Technical Degree,Female,Single
100973,18,1,3,Life Sciences,Female,Single
100974,35,1,3,Medical,Female,Married
100975,27,2,1,Life Sciences,Male,Single
100976,55,13,4,Marketing,Male,Single
100977,56,23,3,Life Sciences,Male,Married
100978,34,26,1,Technical Degree,Female,Divorced
100979,40,2,1,Medical,Female,Divorced
100980,34,29,3,Medical,Male,Married
100981,31,2,3,Life Sciences,Female,Single
100982,35,18,4,Marketing,Female,Married
100983,38,7,3,Life Sciences,Male,Divorced
100984,34,2,4,Technical Degree,Female,Single
100985,28,26,3,Life Sciences,Male,Married
100986,31,22,4,Medical,Male,Married
100987,39,21,4,Life Sciences,Male,Married
100988,51,2,3,Marketing,Male,Married
100989,41,22,3,Life Sciences,Female,Divorced
100990,37,4,1,Life Sciences,Male,Married
100991,33,5,1,Life Sciences,Male,Married
100992,32,2,1,Marketing,Male,Married
100993,39,25,2,Life Sciences,Male,Married
100994,25,18,1,Life Sciences,Male,Married
100995,52,28,2,Medical,Female,Married
100996,43,6,3,Medical,Female,Single
100997,27,10,3,Marketing,Female,Married
100998,27,17,4,Life Sciences,Female,Single
100999,26,2,1,Medical,Male,Single
101000,42,10,3,Human Resources,Female,Married
101001,52,8,4,Other,Female,Married
101002,37,11,3,Medical,Female,Single
101003,35,18,2,Life Sciences,Male,Single
101004,25,1,3,Technical Degree,Male,Married
101005,26,7,3,Other,Male,Single
101006,29,17,3,Other,Male,Single
101007,49,28,2,Life Sciences,Male,Single
101008,29,14,1,Other,Female,Single
101009,54,1,3,Medical,Female,Single
101010,58,1,3,Medical,Female,Married
101011,55,1,4,Medical,Male,Divorced
101012,36,3,4,Marketing,Female,Single
101013,31,1,4,Life Sciences,Female,Single
101014,30,7,4,Marketing,Female,Divorced
101015,31,8,5,Life Sciences,Female,Single
101016,34,1,4,Other,Male,Divorced
101017,31,8,3,Life Sciences,Female,Single
101018,27,11,1,Life Sciences,Male,Married
101019,36,4,4,Life Sciences,Male,Single
101020,36,16,4,Marketing,Female,Married
101021,47,1,3,Technical Degree,Male,Married
101022,25,9,2,Life Sciences,Male,Married
101023,37,5,2,Technical Degree,Male,Single
101024,56,1,2,Life Sciences,Female,Married
101025,47,2,4,Medical,Female,Married
101026,24,4,1,Medical,Female,Married
101027,32,7,5,Marketing,Male,Married
101028,34,1,3,Life Sciences,Female,Married
101029,41,5,5,Medical,Male,Married
101030,40,9,4,Other,Male,Divorced
101031,31,8,2,Life Sciences,Male,Divorced
101032,46,9,3,Marketing,Male,Divorced
101033,39,2,3,Life Sciences,Female,Single
101034,31,1,5,Life Sciences,Female,Single
101035,45,20,3,Medical,Male,Divorced
101036,31,8,2,Medical,Female,Single
101037,31,2,3,Life Sciences,Male,Married
101038,45,29,3,Technical Degree,Male,Married
101039,48,7,3,Marketing,Male,Divorced
101040,34,9,4,Technical Degree,Female,Married
101041,40,8,1,Medical,Male,Divorced
101042,28,5,3,Medical,Male,Single
101043,44,5,3,Life Sciences,Male,Single
101044,53,2,3,Medical,Male,Single
101045,49,5,4,Technical Degree,Male,Married
101046,40,2,3,Medical,Male,Divorced
101047,44,20,3,Life Sciences,Male,Single
101048,33,7,3,Medical,Male,Married
101049,34,3,3,Other,Male,Single
101050,30,16,1,Life Sciences,Male,Married
101051,42,9,2,Medical,Female,Single
101052,44,1,5,Marketing,Female,Married
101053,30,7,3,Technical Degree,Male,Divorced
101054,57,1,2,Life Sciences,Male,Married
101055,49,7,4,Life Sciences,Male,Divorced
101056,34,15,3,Medical,Male,Divorced
101057,28,1,3,Technical Degree,Male,Married
101058,29,13,3,Technical Degree,Female,Single
101059,34,24,4,Medical,Female,Single
101060,35,7,1,Life Sciences,Male,Married
101061,24,9,3,Medical,Male,Single
101062,24,13,2,Life Sciences,Female,Married
101063,44,2,1,Medical,Male,Single
101064,29,19,3,Life Sciences,Male,Divorced
101065,30,1,3,Life Sciences,Male,Divorced
101066,55,4,4,Life Sciences,Male,Married
101067,33,4,4,Medical,Female,Married
101068,47,14,3,Medical,Female,Married
101069,28,2,2,Medical,Male,Single
101070,28,1,3,Life Sciences,Male,Divorced
101071,28,7,3,Life Sciences,Male,Single
101072,49,3,2,Medical,Female,Married
101073,29,2,1,Life Sciences,Female,Married
101074,28,29,1,Life Sciences,Male,Married
101075,33,8,5,Life Sciences,Male,Single
101076,32,10,3,Medical,Male,Single
101077,54,11,4,Medical,Female,Divorced
101078,29,1,4,Technical Degree,Male,Single
101079,44,28,3,Life Sciences,Male,Married
101080,39,6,3,Life Sciences,Female,Single
101081,46,3,3,Life Sciences,Female,Married
101082,35,16,3,Life Sciences,Female,Single
101083,23,20,1,Life Sciences,Male,Single
101084,40,9,4,Life Sciences,Male,Single
101085,34,1,3,Technical Degree,Male,Married
101086,31,3,3,Life Sciences,Female,Single
101087,50,22,5,Medical,Male,Single
101088,34,7,2,Technical Degree,Male,Married
101089,42,2,3,Medical,Male,Married
101090,37,13,3,Medical,Male,Married
101091,29,8,1,Other,Female,Married
101092,33,25,3,Life Sciences,Male,Single
101093,45,28,3,Technical Degree,Male,Married
101094,42,2,3,Life Sciences,Male,Married
101095,40,9,2,Medical,Male,Married
101096,33,28,4,Life Sciences,Male,Married
101097,40,6,2,Medical,Male,Single
101098,24,21,2,Technical Degree,Male,Divorced
101099,40,8,2,Life Sciences,Male,Divorced
101100,45,1,4,Technical Degree,Male,Divorced
101101,35,28,4,Life Sciences,Female,Married
101102,32,5,2,Life Sciences,Female,Married
101103,36,2,4,Life Sciences,Male,Single
101104,48,16,4,Life Sciences,Female,Divorced
101105,29,9,3,Life Sciences,Male,Married
101106,33,8,4,Life Sciences,Male,Married
101107,30,1,3,Life Sciences,Male,Married
101108,38,10,4,Human Resources,Male,Married
101109,35,1,3,Medical,Male,Single
101110,30,29,4,Technical Degree,Male,Married
101111,35,2,3,Life Sciences,Female,Divorced
101112,53,2,5,Technical Degree,Female,Married
101113,38,2,3,Medical,Male,Married
101114,32,1,4,Technical Degree,Male,Married
101115,48,15,4,Other,Female,Married
101116,34,7,4,Medical,Male,Single
101117,55,26,5,Marketing,Male,Married
101118,34,1,4,Life Sciences,Male,Married
101119,26,3,3,Life Sciences,Female,Married
101120,38,14,3,Life Sciences,Male,Married
101121,38,16,3,Life Sciences,Female,Single
101122,36,1,4,Life Sciences,Female,Single
101123,29,3,1,Medical,Male,Single
101124,35,10,4,Medical,Female,Single
101125,39,6,3,Medical,Male,Married
101126,29,2,1,Life Sciences,Male,Divorced
101127,50,9,3,Marketing,Male,Married
101128,23,10,3,Technical Degree,Male,Married
101129,36,6,4,Life Sciences,Male,Married
101130,42,9,2,Other,Male,Single
101131,35,28,3,Life Sciences,Male,Married
101132,34,10,4,Technical Degree,Male,Married
101133,40,14,2,Life Sciences,Female,Married
101134,43,27,3,Technical Degree,Male,Divorced
101135,35,7,2,Life Sciences,Male,Married
101136,46,1,4,Life Sciences,Male,Single
101137,28,24,3,Medical,Male,Married
101138,22,26,2,Other,Female,Married
101139,50,20,5,Medical,Male,Married
101140,32,5,4,Other,Female,Married
101141,44,7,3,Medical,Female,Divorced
101142,30,7,3,Medical,Male,Married
101143,45,5,5,Medical,Female,Single
101144,45,26,3,Marketing,Male,Married
101145,31,2,4,Other,Male,Single
101146,36,12,4,Life Sciences,Female,Married
101147,34,10,4,Life Sciences,Male,Divorced
101148,49,25,4,Life Sciences,Female,Married
101149,39,10,5,Medical,Male,Married
101150,27,19,3,Other,Male,Divorced
101151,35,18,5,Life Sciences,Male,Married
101152,28,27,3,Medical,Female,Divorced
101153,21,5,1,Medical,Male,Single
101154,18,3,2,Medical,Female,Single
101155,47,26,4,Life Sciences,Female,Married
101156,39,3,2,Medical,Male,Divorced
101157,40,15,3,Life Sciences,Female,Married
101158,35,8,4,Life Sciences,Female,Married
101159,37,19,3,Life Sciences,Male,Married
101160,39,4,3,Medical,Female,Single
101161,45,2,2,Other,Female,Divorced
101162,38,2,2,Medical,Female,Married
101163,35,10,3,Medical,Male,Married
101164,37,10,3,Medical,Female,Married
101165,40,16,3,Life Sciences,Female,Single
101166,44,1,5,Human Resources,Male,Married
101167,48,4,5,Medical,Male,Married
101168,35,15,2,Medical,Male,Divorced
101169,24,2,1,Technical Degree,Female,Single
101170,27,8,3,Medical,Female,Married
101171,27,2,3,Medical,Male,Single
101172,40,7,3,Life Sciences,Male,Single
101173,29,10,3,Medical,Male,Single
101174,36,5,4,Life Sciences,Female,Married
101175,25,2,1,Life Sciences,Male,Divorced
101176,39,12,3,Medical,Male,Married
101177,49,22,4,Other,Female,Married
101178,50,17,5,Life Sciences,Female,Divorced
101179,20,2,3,Medical,Female,Single
101180,34,3,3,Life Sciences,Female,Divorced
101181,36,7,3,Life Sciences,Male,Single
101182,49,6,1,Life Sciences,Female,Married
101183,36,1,4,Medical,Female,Married
101184,36,3,2,Life Sciences,Male,Divorced
101185,54,22,5,Medical,Female,Married
101186,43,15,2,Life Sciences,Male,Married
101187,35,12,4,Other,Male,Single
101188,38,1,3,Life Sciences,Male,Married
101189,29,5,3,Medical,Male,Divorced
101190,33,2,4,Medical,Male,Divorced
101191,32,2,3,Medical,Male,Divorced
101192,31,5,4,Life Sciences,Female,Married
101193,49,16,3,Medical,Female,Divorced
101194,38,2,3,Medical,Female,Single
101195,47,2,4,Life Sciences,Female,Divorced
101196,49,1,3,Life Sciences,Male,Single
101197,41,23,2,Life Sciences,Male,Single
101198,20,9,1,Life Sciences,Male,Single
101199,33,16,3,Life Sciences,Female,Divorced
101200,36,26,4,Life Sciences,Male,Married
101201,44,1,3,Life Sciences,Female,Divorced
101202,23,8,1,Medical,Male,Single
101203,38,4,2,Medical,Female,Married
101204,53,24,4,Medical,Male,Married
101205,48,7,2,Medical,Female,Married
101206,32,2,4,Life Sciences,Male,Single
101207,26,7,3,Medical,Male,Single
101208,55,22,3,Technical Degree,Male,Divorced
101209,34,5,2,Medical,Male,Married
101210,60,1,4,Medical,Male,Divorced
101211,33,21,3,Medical,Male,Married
101212,37,1,4,Medical,Male,Divorced
101213,34,19,3,Life Sciences,Female,Married
101214,23,7,3,Life Sciences,Male,Divorced
101215,44,2,3,Life Sciences,Female,Married
101216,35,2,4,Medical,Male,Single
101217,43,2,3,Medical,Male,Married
101218,24,9,3,Medical,Male,Married
101219,41,6,3,Marketing,Male,Single
101220,29,9,4,Medical,Female,Married
101221,36,2,4,Life Sciences,Female,Single
101222,45,1,1,Life Sciences,Male,Married
101223,24,22,1,Human Resources,Male,Married
101224,47,9,3,Life Sciences,Male,Married
101225,26,17,4,Medical,Male,Married
101226,45,28,2,Technical Degree,Female,Single
101227,32,10,3,Life Sciences,Male,Married
101228,31,2,4,Life Sciences,Male,Married
101229,41,4,3,Human Resources,Male,Married
101230,40,8,2,Life Sciences,Female,Married
101231,24,29,1,Medical,Male,Divorced
101232,46,13,4,Life Sciences,Male,Single
101233,35,27,4,Life Sciences,Male,Married
101234,30,16,1,Life Sciences,Male,Married
101235,47,2,4,Marketing,Male,Married
101236,46,2,3,Life Sciences,Male,Divorced
101237,36,13,5,Marketing,Male,Divorced
101238,32,1,2,Life Sciences,Male,Single
101239,23,4,1,Medical,Female,Single
101240,31,24,1,Technical Degree,Female,Single
101241,39,1,3,Life Sciences,Male,Married
101242,32,19,3,Life Sciences,Male,Married
101243,40,7,4,Medical,Male,Single
101244,45,4,3,Life Sciences,Female,Married
101245,30,2,4,Technical Degree,Female,Single
101246,24,10,3,Medical,Male,Married
101247,30,8,3,Human Resources,Female,Divorced
101248,31,5,3,Technical Degree,Male,Married
101249,27,8,3,Medical,Female,Single
101250,29,9,3,Marketing,Female,Single
101251,29,1,3,Life Sciences,Male,Single
101252,30,15,2,Marketing,Male,Divorced
101253,34,2,4,Medical,Male,Married
101254,33,2,3,Marketing,Female,Single
101255,49,11,4,Marketing,Female,Single
101256,33,16,3,Life Sciences,Female,Single
101257,38,2,2,Medical,Female,Married
101258,31,16,4,Marketing,Male,Married
101259,29,4,3,Technical Degree,Female,Divorced
101260,30,16,3,Life Sciences,Male,Married
101261,32,5,4,Technical Degree,Male,Single
101262,38,18,3,Medical,Male,Married
101263,43,17,3,Technical Degree,Male,Married
101264,42,12,3,Medical,Male,Divorced
101265,55,2,3,Medical,Male,Married
101266,33,4,3,Technical Degree,Male,Divorced
101267,41,9,4,Life Sciences,Male,Divorced
101268,34,10,3,Life Sciences,Male,Divorced
101269,53,1,4,Medical,Female,Married
101270,43,2,3,Life Sciences,Male,Single
101271,34,3,2,Life Sciences,Female,Single
101272,21,7,1,Marketing,Male,Single
101273,38,6,2,Other,Female,Married
101274,22,8,1,Medical,Female,Married
101275,31,29,4,Marketing,Female,Married
101276,51,3,3,Technical Degree,Female,Married
101277,37,9,2,Marketing,Male,Married
101278,46,2,4,Medical,Male,Divorced
101279,36,10,3,Life Sciences,Male,Married
101280,44,1,2,Medical,Male,Divorced
101281,37,8,2,Other,Male,Divorced
101282,35,27,3,Life Sciences,Male,Single
101283,33,8,4,Life Sciences,Male,Married
101284,28,1,3,Life Sciences,Male,Married
101285,39,10,1,Medical,Male,Single
101286,46,26,2,Life Sciences,Male,Single
101287,40,2,2,Life Sciences,Female,Married
101288,42,13,3,Medical,Male,Married
101289,35,2,2,Medical,Male,Divorced
101290,38,2,3,Human Resources,Male,Divorced
101291,34,9,4,Life Sciences,Male,Married
101292,37,10,4,Medical,Male,Single
101293,39,20,3,Life Sciences,Male,Divorced
101294,43,9,3,Life Sciences,Male,Single
101295,41,5,3,Life Sciences,Male,Single
101296,41,4,1,Marketing,Female,Divorced
101297,30,10,3,Medical,Female,Single
101298,26,20,2,Medical,Female,Married
101299,46,21,2,Medical,Female,Married
101300,40,1,3,Life Sciences,Female,Divorced
101301,34,8,2,Technical Degree,Male,Married
101302,58,2,3,Medical,Male,Divorced
101303,35,23,4,Medical,Male,Married
101304,47,4,3,Life Sciences,Female,Divorced
101305,40,12,3,Life Sciences,Female,Divorced
101306,54,7,4,Medical,Female,Married
101307,31,7,4,Marketing,Female,Married
101308,28,1,3,Medical,Female,Married
101309,38,2,4,Marketing,Female,Married
101310,26,10,3,Medical,Male,Single
101311,58,15,4,Life Sciences,Male,Married
101312,18,14,3,Medical,Female,Single
101313,31,18,5,Human Resources,Male,Married
101314,29,13,3,Human Resources,Male,Divorced
101315,45,2,4,Life Sciences,Female,Married
101316,36,2,4,Other,Female,Married
101317,43,2,4,Life Sciences,Male,Married
101318,27,5,2,Life Sciences,Female,Single
101319,29,20,1,Medical,Male,Married
101320,32,10,4,Marketing,Male,Single
101321,42,10,4,Technical Degree,Male,Married
101322,47,9,4,Life Sciences,Female,Single
101323,46,2,2,Life Sciences,Male,Divorced
101324,28,1,2,Life Sciences,Male,Divorced
