EmpId,BusinessTravel,Department,JobLevel,JobRole,JobSatisfaction,NumCompaniesWorked,PerformanceRating,StandardHours,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,OverTime
100262,Non-Travel,Sales,2,Sales Executive,4,3,3,200,13,0,3,8,7,7,5,No
100263,Travel_Rarely,Research & Development,2,Laboratory Technician,1,4,3,200,9,5,3,6,2,0,4,No
100264,Travel_Rarely,Sales,4,Manager,2,3,3,200,28,2,2,7,7,7,7,Yes
100265,Travel_Rarely,Research & Development,1,Laboratory Technician,3,2,3,200,5,5,1,0,0,0,0,No
100266,Travel_Rarely,Sales,2,Sales Executive,2,2,3,200,10,2,3,0,0,0,0,No
100267,Travel_Rarely,Research & Development,2,Healthcare Representative,4,0,4,200,10,2,3,9,0,7,8,No
100268,Non-Travel,Research & Development,2,Healthcare Representative,1,1,3,200,6,2,3,6,3,1,5,No
100269,Travel_Rarely,Research & Development,4,Healthcare Representative,4,0,3,200,21,2,3,20,7,4,10,Yes
100270,Travel_Rarely,Research & Development,1,Laboratory Technician,4,0,3,200,16,4,3,15,13,10,11,No
100271,Travel_Rarely,Research & Development,5,Manager,1,0,3,200,37,2,3,36,10,4,13,Yes
100272,Non-Travel,Research & Development,3,Manager,2,1,1,200,10,2,2,10,7,9,9,Yes
100273,Travel_Rarely,Research & Development,1,Research Scientist,4,1,4,200,5,3,2,5,2,0,4,No
100274,Travel_Rarely,Sales,2,Sales Executive,4,4,3,200,7,5,4,5,4,0,1,No
100275,Travel_Rarely,Research & Development,1,Research Scientist,3,1,3,200,3,4,4,3,2,1,0,No
100276,Non-Travel,Research & Development,3,Research Director,4,2,3,200,15,2,3,5,2,0,2,Yes
100277,Travel_Rarely,Research & Development,3,Manager,2,7,2,200,10,6,2,7,7,6,2,No
100278,Travel_Rarely,Sales,2,Sales Executive,1,1,4,200,8,3,3,8,0,7,7,Yes
100279,Travel_Frequently,Research & Development,2,Manufacturing Director,2,1,4,200,6,6,1,6,5,1,4,No
100280,Travel_Rarely,Research & Development,5,Research Director,2,3,3,200,28,4,2,10,4,1,6,No
100281,Travel_Rarely,Research & Development,4,Research Director,3,3,3,200,21,5,2,5,3,1,3,Yes
100282,Travel_Rarely,Sales,2,Sales Executive,3,1,4,200,20,3,3,20,16,11,6,No
100283,Travel_Frequently,Sales,2,Sales Executive,4,1,3,200,10,3,2,10,7,0,9,No
100284,Travel_Rarely,Research & Development,2,Laboratory Technician,4,3,3,200,12,4,3,10,7,0,8,Yes
100285,Travel_Frequently,Research & Development,2,Healthcare Representative,1,1,3,200,5,3,3,5,3,3,3,Yes
100286,Travel_Rarely,Research & Development,1,Research Scientist,4,1,3,200,17,3,3,17,12,5,7,No
100287,Travel_Frequently,Research & Development,1,Laboratory Technician,3,3,4,200,19,0,1,1,0,0,0,Yes
100288,Travel_Rarely,Research & Development,2,Healthcare Representative,4,9,3,200,10,2,3,2,2,1,2,No
100289,Travel_Rarely,Research & Development,1,Laboratory Technician,2,2,3,200,5,2,3,3,2,0,2,Yes
100290,Travel_Rarely,Research & Development,1,Research Scientist,4,1,4,200,5,3,3,5,3,0,2,No
100291,Travel_Frequently,Research & Development,5,Research Director,1,9,3,200,22,4,3,3,2,1,2,Yes
100292,Travel_Rarely,Research & Development,2,Research Scientist,2,4,1,200,10,2,3,8,0,7,7,No
100293,Travel_Frequently,Sales,1,Sales Representative,2,1,3,200,2,5,2,2,2,2,2,No
100294,Travel_Rarely,Sales,2,Sales Executive,4,1,3,200,8,0,3,8,7,7,4,Yes
100295,Travel_Frequently,Research & Development,1,Research Scientist,4,1,3,200,4,3,2,4,2,1,2,Yes
100296,Travel_Frequently,Sales,4,Sales Executive,2,5,3,200,23,2,4,20,4,4,8,No
100297,Travel_Rarely,Research & Development,1,Laboratory Technician,3,1,3,200,0,2,3,0,0,0,0,No
100298,Travel_Rarely,Sales,3,Sales Executive,2,0,1,200,12,3,2,11,9,6,9,No
100299,Travel_Frequently,Research & Development,1,Laboratory Technician,4,4,3,200,4,2,3,1,0,0,0,No
100300,Travel_Rarely,Research & Development,2,Manufacturing Director,2,5,3,200,13,3,3,4,1,1,2,No
100301,Travel_Rarely,Sales,4,Manager,2,1,3,200,22,2,3,22,10,0,4,No
100302,Travel_Rarely,Sales,1,Sales Representative,3,1,3,200,0,2,3,0,0,0,0,No
100303,Travel_Rarely,Research & Development,2,Healthcare Representative,1,0,3,200,9,2,3,8,3,0,7,No
100304,Travel_Rarely,Sales,2,Sales Executive,4,4,3,200,10,3,2,8,7,7,7,No
100305,Travel_Rarely,Research & Development,3,Healthcare Representative,4,0,3,200,19,5,2,18,10,3,7,No
100306,Non-Travel,Research & Development,2,Laboratory Technician,2,7,3,200,11,3,3,9,8,0,8,No
100307,Travel_Rarely,Sales,2,Sales Executive,3,1,3,200,13,3,2,13,8,4,8,No
100308,Travel_Rarely,Research & Development,3,Research Director,2,3,3,200,19,2,3,10,8,0,1,No
100309,Non-Travel,Research & Development,2,Healthcare Representative,3,2,3,200,12,2,3,5,3,1,2,Yes
100310,Travel_Rarely,Research & Development,1,Research Scientist,4,0,3,200,6,4,3,5,2,0,3,Yes
100311,Travel_Rarely,Human Resources,2,Human Resources,1,3,1,200,9,1,3,2,2,1,0,No
100312,Travel_Frequently,Research & Development,3,Laboratory Technician,1,1,3,200,24,2,3,24,9,9,11,No
100313,Travel_Rarely,Research & Development,1,Research Scientist,4,0,3,200,3,2,1,2,2,2,2,Yes
100314,Travel_Frequently,Research & Development,3,Manager,2,6,3,200,12,2,3,10,6,8,8,No
100315,Travel_Rarely,Research & Development,4,Manager,1,1,3,200,21,3,3,21,9,11,10,Yes
100316,Travel_Frequently,Research & Development,1,Laboratory Technician,4,0,3,200,9,5,3,8,7,1,7,No
100317,Travel_Rarely,Research & Development,4,Healthcare Representative,3,7,3,200,25,2,3,7,1,0,7,Yes
100318,Travel_Rarely,Research & Development,2,Research Scientist,2,2,2,200,11,3,2,8,2,7,7,No
100319,Travel_Rarely,Research & Development,1,Research Scientist,2,1,1,200,4,2,2,4,3,1,2,Yes
100320,Travel_Rarely,Sales,2,Sales Executive,2,1,1,200,13,2,3,13,12,11,9,Yes
100321,Travel_Rarely,Sales,2,Sales Executive,3,1,3,200,5,3,3,5,4,0,4,Yes
100322,Travel_Rarely,Sales,2,Sales Executive,4,4,3,200,13,3,3,7,7,1,7,No
100323,Travel_Rarely,Research & Development,2,Research Scientist,4,7,3,200,10,0,2,7,7,0,7,No
100324,Travel_Rarely,Research & Development,1,Research Scientist,4,5,3,200,5,4,2,3,2,2,2,Yes
100325,Travel_Rarely,Research & Development,2,Research Scientist,4,1,3,200,11,2,3,10,8,1,9,No
100326,Travel_Frequently,Research & Development,3,Manufacturing Director,3,1,4,200,10,2,3,10,9,8,9,No
100327,Travel_Frequently,Research & Development,5,Manager,4,1,3,200,21,2,3,21,9,13,3,No
100328,Travel_Rarely,Sales,2,Sales Executive,3,4,3,200,12,3,2,1,0,0,0,Yes
100329,Travel_Frequently,Sales,2,Sales Executive,4,3,3,200,9,6,2,7,7,0,1,No
100330,Travel_Rarely,Research & Development,5,Research Director,3,4,3,200,21,2,3,3,2,1,1,No
100331,Travel_Frequently,Research & Development,2,Laboratory Technician,3,1,3,200,9,3,4,9,7,0,0,No
100332,Non-Travel,Sales,2,Sales Executive,2,0,3,200,6,0,3,5,4,1,4,Yes
100333,Travel_Frequently,Research & Development,2,Research Scientist,3,3,3,200,20,4,2,4,3,0,3,No
100334,Travel_Rarely,Research & Development,3,Healthcare Representative,1,8,3,200,10,1,2,1,0,0,0,No
100335,Travel_Rarely,Research & Development,2,Research Scientist,4,9,3,200,12,3,3,10,9,9,8,No
100336,Travel_Rarely,Sales,2,Sales Executive,4,2,4,200,6,2,2,4,3,0,2,Yes
100337,Travel_Rarely,Research & Development,1,Laboratory Technician,1,1,3,200,7,4,2,7,7,0,7,Yes
100338,Travel_Rarely,Research & Development,1,Laboratory Technician,4,0,3,200,4,2,3,3,2,2,2,No
100339,Travel_Rarely,Sales,2,Sales Executive,3,1,3,200,10,2,3,10,9,1,2,No
100340,Travel_Rarely,Sales,2,Sales Executive,2,1,3,200,8,3,3,8,7,0,7,No
100341,Travel_Rarely,Research & Development,2,Manufacturing Director,4,7,3,200,8,2,2,6,2,0,4,No
100342,Travel_Rarely,Research & Development,3,Research Director,4,0,3,200,12,3,3,11,10,2,9,Yes
100343,Travel_Rarely,Research & Development,3,Manufacturing Director,4,1,3,200,11,2,2,11,9,4,10,Yes
100344,Travel_Rarely,Sales,2,Sales Executive,2,1,3,200,7,2,3,7,7,1,7,Yes
100345,Travel_Rarely,Research & Development,3,Manufacturing Director,2,0,3,200,17,5,3,16,6,0,13,No
100346,Travel_Rarely,Research & Development,1,Research Scientist,4,1,3,200,4,2,2,4,2,0,2,No
100347,Travel_Rarely,Research & Development,2,Manufacturing Director,2,6,2,200,8,3,3,5,4,1,2,Yes
100348,Travel_Frequently,Sales,2,Sales Representative,3,3,3,200,5,3,3,0,0,0,0,No
100349,Travel_Rarely,Research & Development,4,Research Director,4,2,3,200,16,2,3,1,0,0,0,No
100350,Non-Travel,Sales,2,Sales Executive,3,1,3,200,4,3,2,4,3,0,2,No
100351,Travel_Rarely,Human Resources,1,Human Resources,3,0,3,200,4,5,3,3,2,1,0,Yes
100352,Travel_Rarely,Research & Development,1,Laboratory Technician,2,1,3,200,8,4,3,8,0,0,7,No
100353,Travel_Rarely,Sales,3,Manager,3,3,4,200,15,3,1,0,0,0,0,No
100354,Travel_Rarely,Research & Development,2,Research Scientist,1,4,3,200,13,2,3,7,7,6,7,Yes
100355,Non-Travel,Sales,2,Sales Executive,3,7,3,200,4,2,4,2,2,2,2,Yes
100356,Travel_Rarely,Sales,2,Sales Executive,3,1,3,200,8,3,3,8,7,7,7,No
100357,Travel_Rarely,Research & Development,2,Healthcare Representative,4,3,4,200,14,6,3,1,0,0,0,No
100358,Travel_Frequently,Sales,1,Sales Representative,2,1,1,200,3,3,3,3,2,1,2,Yes
100359,Non-Travel,Sales,2,Sales Executive,4,4,3,200,7,6,3,1,0,0,0,No
100360,Travel_Frequently,Sales,3,Sales Executive,4,4,3,200,16,2,3,13,9,1,12,No
100361,Travel_Rarely,Research & Development,2,Healthcare Representative,3,2,3,200,15,2,3,3,2,1,2,No
100362,Travel_Rarely,Research & Development,1,Laboratory Technician,3,3,3,200,10,3,3,7,7,1,7,Yes
100363,Non-Travel,Sales,1,Sales Representative,4,1,4,200,3,3,2,3,2,2,2,No
100364,Travel_Rarely,Sales,1,Sales Representative,3,1,3,200,1,2,3,1,0,0,0,Yes
100365,Travel_Rarely,Research & Development,1,Laboratory Technician,1,6,4,200,17,3,3,5,4,0,3,No
100366,Non-Travel,Research & Development,2,Manufacturing Director,3,2,3,200,7,2,4,1,0,0,0,No
100367,Travel_Frequently,Sales,2,Sales Executive,2,1,1,200,8,5,3,8,7,7,7,No
100368,Travel_Rarely,Research & Development,3,Healthcare Representative,4,6,3,200,20,2,3,4,3,1,3,No
100369,Travel_Rarely,Sales,2,Sales Executive,3,2,3,200,8,6,3,6,4,1,0,Yes
100370,Travel_Rarely,Research & Development,1,Research Scientist,2,0,3,200,3,5,3,2,2,2,2,Yes
100371,Travel_Rarely,Sales,1,Sales Representative,2,1,2,200,1,0,3,1,0,0,0,No
100372,Travel_Rarely,Research & Development,1,Research Scientist,4,9,3,200,6,4,3,3,2,1,2,No
100373,Travel_Rarely,Research & Development,2,Healthcare Representative,2,9,3,200,10,5,3,1,1,0,0,No
100374,Travel_Rarely,Research & Development,1,Laboratory Technician,2,1,3,200,5,2,3,5,2,0,4,No
100375,Travel_Rarely,Sales,2,Sales Executive,4,1,3,200,7,1,3,7,5,0,7,No
100376,Travel_Rarely,Research & Development,3,Healthcare Representative,3,8,4,200,26,2,3,5,2,0,0,No
100377,Travel_Rarely,Sales,2,Sales Executive,4,4,3,200,18,2,2,7,7,0,7,No
100378,Travel_Rarely,Research & Development,1,Research Scientist,3,4,3,200,6,3,3,2,2,2,2,No
100379,Non-Travel,Sales,2,Sales Executive,4,8,3,200,9,3,2,5,2,0,4,Yes
100380,Travel_Rarely,Research & Development,4,Manager,4,2,3,200,30,2,3,5,4,1,2,Yes
100381,Travel_Rarely,Sales,2,Sales Executive,3,1,3,200,5,2,4,5,2,0,3,Yes
100382,Travel_Rarely,Sales,1,Sales Representative,2,1,3,200,1,3,3,1,0,0,0,No
100383,Travel_Frequently,Research & Development,1,Research Scientist,1,0,4,200,7,2,3,6,4,0,4,No
100384,Travel_Rarely,Research & Development,1,Research Scientist,2,1,3,200,2,1,3,2,1,1,2,No
100385,Travel_Rarely,Sales,3,Sales Executive,3,1,3,200,10,2,3,10,9,9,0,No
100386,Travel_Frequently,Research & Development,1,Research Scientist,4,9,4,200,3,4,3,1,0,0,0,Yes
100387,Travel_Rarely,Research & Development,1,Laboratory Technician,1,1,1,200,18,2,2,18,7,12,17,No
100388,Travel_Rarely,Sales,2,Sales Executive,2,7,3,200,8,5,3,5,4,1,3,No
100389,Travel_Rarely,Research & Development,1,Laboratory Technician,1,3,3,200,8,5,3,5,2,1,2,No
100390,Travel_Rarely,Research & Development,2,Manufacturing Director,2,2,1,200,18,2,2,1,0,0,1,Yes
100391,Travel_Rarely,Research & Development,4,Research Director,2,1,3,200,25,3,3,25,10,3,9,No
100392,Travel_Rarely,Research & Development,2,Laboratory Technician,3,6,4,200,20,3,3,1,0,0,0,No
100393,Travel_Rarely,Research & Development,5,Research Director,1,4,3,200,24,4,2,4,2,1,2,No
100394,Non-Travel,Sales,2,Sales Executive,3,9,3,200,6,3,3,3,2,1,2,No
100395,Travel_Rarely,Research & Development,2,Manufacturing Director,1,1,1,200,13,5,1,13,10,3,12,No
100396,Travel_Frequently,Research & Development,1,Laboratory Technician,4,7,4,200,8,1,3,3,2,1,2,No
100397,Travel_Rarely,Research & Development,2,Healthcare Representative,3,4,3,200,8,3,3,5,2,0,2,Yes
100398,Travel_Rarely,Sales,2,Sales Executive,4,1,3,200,5,3,3,5,4,1,3,Yes
100399,Non-Travel,Research & Development,2,Research Scientist,3,3,3,200,15,2,3,13,11,10,7,Yes
100400,Travel_Rarely,Research & Development,1,Laboratory Technician,1,1,3,200,4,3,3,4,2,3,2,No
100401,Travel_Frequently,Research & Development,5,Manager,3,1,3,200,21,3,3,21,8,1,6,Yes
100402,Travel_Frequently,Sales,4,Sales Executive,1,9,1,200,36,0,2,7,7,7,7,No
100403,Travel_Rarely,Sales,2,Sales Executive,3,0,3,200,6,6,3,5,4,4,4,No
100404,Travel_Rarely,Sales,3,Sales Executive,1,1,3,200,10,2,3,10,7,0,7,No
100405,Travel_Rarely,Research & Development,2,Laboratory Technician,1,1,3,200,10,2,3,10,0,1,8,No
100406,Travel_Rarely,Research & Development,1,Laboratory Technician,1,5,3,200,6,5,3,2,2,0,2,No
100407,Travel_Rarely,Research & Development,3,Manufacturing Director,3,2,3,200,28,4,3,5,4,0,4,Yes
100408,Travel_Rarely,Research & Development,1,Research Scientist,4,3,4,200,8,3,2,2,2,0,2,No
100409,Travel_Rarely,Research & Development,4,Manager,4,2,3,200,31,2,1,5,2,1,4,No
100410,Travel_Frequently,Research & Development,2,Research Scientist,3,2,3,200,19,3,3,5,4,0,2,No
100411,Travel_Rarely,Research & Development,2,Manufacturing Director,4,2,4,200,11,2,3,5,4,0,2,No
100412,Travel_Rarely,Research & Development,5,Manager,1,5,3,200,33,5,1,29,8,11,10,No
100413,Travel_Rarely,Research & Development,2,Manufacturing Director,3,2,3,200,19,5,2,10,7,0,8,No
100414,Travel_Frequently,Research & Development,2,Healthcare Representative,4,0,3,200,7,4,4,6,5,0,4,No
100415,Travel_Rarely,Sales,1,Sales Representative,2,1,3,200,6,4,3,5,3,1,4,Yes
100416,Travel_Frequently,Sales,1,Sales Representative,3,0,3,200,3,3,2,2,2,1,0,No
100417,Travel_Frequently,Research & Development,1,Laboratory Technician,4,1,4,200,1,3,3,1,0,0,0,Yes
100418,Travel_Rarely,Sales,5,Manager,3,0,3,200,21,2,3,20,15,1,12,No
100419,Travel_Rarely,Research & Development,1,Research Scientist,4,1,4,200,3,3,1,3,2,0,2,No
100420,Non-Travel,Research & Development,1,Laboratory Technician,4,4,3,200,9,3,1,5,3,1,4,No
100421,Travel_Rarely,Research & Development,3,Research Director,3,1,3,200,10,2,3,10,2,0,7,No
100422,Travel_Rarely,Research & Development,1,Research Scientist,2,5,3,200,6,2,4,2,2,1,1,No
100423,Travel_Rarely,Human Resources,1,Human Resources,4,1,3,200,1,3,4,1,0,0,0,No
100424,Non-Travel,Sales,3,Sales Executive,1,0,1,200,10,3,3,9,8,7,8,No
100425,Travel_Rarely,Sales,4,Manager,4,3,3,200,32,3,2,1,0,0,0,No
100426,Travel_Rarely,Research & Development,4,Manager,3,0,3,200,28,2,3,27,10,15,7,No
100427,Non-Travel,Research & Development,1,Laboratory Technician,4,0,3,200,12,2,2,11,7,6,7,No
100428,Travel_Frequently,Sales,3,Sales Executive,1,4,3,200,22,5,4,18,13,13,11,No
100429,Travel_Rarely,Research & Development,2,Manufacturing Director,4,5,3,200,20,2,3,5,0,0,4,No
100430,Travel_Rarely,Research & Development,4,Research Director,3,6,3,200,26,2,1,3,2,0,1,No
100431,Travel_Rarely,Research & Development,1,Laboratory Technician,3,0,3,200,6,2,3,5,4,4,3,No
100432,Travel_Rarely,Research & Development,2,Laboratory Technician,3,7,3,200,19,3,3,1,0,0,0,No
100433,Travel_Rarely,Research & Development,1,Research Scientist,3,3,3,200,14,3,3,7,3,5,7,No
100434,Travel_Rarely,Sales,3,Sales Executive,4,2,3,200,15,3,3,3,2,1,2,Yes
100435,Travel_Rarely,Research & Development,3,Manufacturing Director,2,1,4,200,13,6,4,13,8,0,8,No
100436,Travel_Rarely,Research & Development,3,Manager,3,7,3,200,15,2,4,7,6,7,7,Yes
100437,Travel_Rarely,Research & Development,1,Laboratory Technician,4,7,3,200,8,2,3,4,3,1,3,No
100438,Travel_Rarely,Sales,1,Sales Representative,2,0,2,200,4,3,3,3,2,1,2,No
100439,Travel_Rarely,Research & Development,3,Healthcare Representative,3,4,3,200,10,2,3,8,7,0,0,Yes
100440,Travel_Frequently,Research & Development,3,Healthcare Representative,3,3,3,200,12,2,3,1,0,0,0,No
100441,Travel_Frequently,Human Resources,3,Human Resources,1,9,3,200,11,2,3,3,2,0,2,Yes
100442,Travel_Frequently,Research & Development,1,Laboratory Technician,3,4,3,200,8,4,3,2,2,2,0,No
100443,Non-Travel,Sales,3,Sales Executive,4,1,3,200,10,3,2,10,3,9,7,No
100444,Travel_Frequently,Research & Development,1,Laboratory Technician,3,5,3,200,4,3,3,2,2,1,2,No
100445,Travel_Rarely,Sales,2,Sales Executive,4,2,3,200,14,2,3,9,7,6,7,No
100446,Travel_Rarely,Sales,4,Manager,2,3,4,200,37,2,3,10,9,7,7,No
100447,Non-Travel,Sales,2,Sales Executive,4,7,3,200,16,3,3,14,3,1,10,No
100448,Travel_Rarely,Sales,2,Sales Executive,3,9,3,200,15,2,3,11,9,6,9,No
100449,Travel_Rarely,Research & Development,4,Manufacturing Director,3,7,3,200,22,3,3,20,6,5,13,No
100450,Travel_Frequently,Research & Development,1,Laboratory Technician,3,1,3,200,8,3,3,8,3,0,7,No
100451,Travel_Rarely,Sales,2,Sales Executive,4,4,3,200,10,2,4,6,5,0,5,Yes
100452,Travel_Rarely,Research & Development,3,Manufacturing Director,1,1,1,200,10,5,2,10,9,5,8,Yes
100453,Travel_Rarely,Sales,2,Sales Executive,2,0,3,200,9,3,4,8,7,3,7,No
100454,Travel_Frequently,Human Resources,1,Human Resources,3,0,3,200,8,2,2,7,7,1,0,Yes
100455,Travel_Rarely,Research & Development,2,Manufacturing Director,4,4,3,200,8,2,4,3,2,1,2,No
100456,Travel_Rarely,Research & Development,4,Research Director,3,4,3,200,10,2,3,6,1,0,5,No
100457,Travel_Rarely,Sales,3,Manager,4,9,4,200,10,3,2,5,4,0,1,No
100458,Travel_Frequently,Sales,1,Sales Representative,2,1,2,200,0,3,3,0,0,0,0,Yes
100459,Non-Travel,Sales,3,Sales Executive,1,3,3,200,20,2,3,1,0,0,1,No
100460,Non-Travel,Research & Development,2,Healthcare Representative,3,2,3,200,10,3,3,8,7,0,7,Yes
100461,Travel_Rarely,Sales,2,Sales Executive,3,5,3,200,8,5,3,0,0,0,0,No
100462,Travel_Rarely,Sales,2,Sales Executive,3,1,3,200,5,3,3,5,4,0,3,No
100463,Travel_Rarely,Sales,2,Sales Executive,4,1,3,200,10,3,3,10,7,5,7,No
100464,Travel_Rarely,Research & Development,1,Laboratory Technician,4,1,3,200,1,3,1,1,0,0,0,Yes
100465,Travel_Rarely,Research & Development,3,Manufacturing Director,4,4,3,200,12,3,4,6,5,1,2,No
100466,Travel_Frequently,Research & Development,3,Healthcare Representative,3,5,3,200,28,3,2,2,2,1,2,No
100467,Travel_Rarely,Sales,4,Manager,1,7,3,200,22,2,3,18,16,11,8,No
100468,Non-Travel,Sales,3,Sales Executive,2,1,3,200,9,6,3,9,5,7,7,No
100469,Travel_Rarely,Research & Development,2,Research Scientist,1,3,3,200,18,3,3,10,9,6,9,Yes
100470,Non-Travel,Sales,2,Sales Executive,3,8,3,200,6,2,3,4,2,1,2,No
100471,Travel_Frequently,Sales,1,Sales Representative,4,0,3,200,3,3,3,2,2,2,1,No
100472,Travel_Rarely,Research & Development,2,Healthcare Representative,3,3,3,200,18,4,3,1,0,0,0,No
100473,Travel_Rarely,Research & Development,2,Manufacturing Director,2,6,1,200,8,2,2,6,5,4,3,No
100474,Travel_Rarely,Research & Development,5,Research Director,3,1,3,200,31,5,3,31,9,0,9,Yes
100475,Travel_Rarely,Research & Development,1,Research Scientist,4,1,3,200,6,3,3,6,5,1,4,Yes
100476,Travel_Rarely,Sales,2,Sales Executive,2,1,4,200,6,5,4,5,3,1,4,No
100477,Travel_Rarely,Research & Development,1,Laboratory Technician,2,1,4,200,1,2,3,1,0,0,0,No
100478,Travel_Frequently,Human Resources,5,Manager,2,1,3,200,32,2,3,32,5,10,7,No
100479,Travel_Rarely,Sales,1,Sales Representative,3,1,3,200,7,1,3,7,4,0,6,No
100480,Travel_Frequently,Research & Development,1,Laboratory Technician,3,1,3,200,6,4,3,6,3,1,2,Yes
100481,Travel_Frequently,Sales,1,Sales Representative,1,1,3,200,1,2,4,1,0,0,0,No
100482,Travel_Rarely,Research & Development,1,Research Scientist,4,1,3,200,6,3,3,6,5,1,3,Yes
100483,Travel_Rarely,Sales,2,Sales Executive,1,2,3,200,9,2,1,3,1,1,2,No
100484,Travel_Rarely,Research & Development,2,Laboratory Technician,4,4,3,200,9,3,3,3,2,0,2,No
100485,Travel_Rarely,Sales,2,Sales Executive,4,4,4,200,13,4,4,7,7,5,7,No
100486,Travel_Rarely,Research & Development,1,Research Scientist,3,0,3,200,6,5,2,5,3,0,3,No
100487,Travel_Rarely,Sales,2,Sales Executive,3,4,3,200,17,3,2,3,0,1,0,Yes
100488,Travel_Rarely,Research & Development,1,Research Scientist,2,1,1,200,1,0,4,1,0,0,0,No
100489,Travel_Rarely,Research & Development,2,Healthcare Representative,4,1,3,200,10,4,3,10,2,2,2,No
100490,Travel_Rarely,Research & Development,4,Research Director,4,4,3,200,21,3,2,1,0,0,0,Yes
100491,Travel_Rarely,Research & Development,1,Research Scientist,1,3,3,200,8,3,2,0,0,0,0,No
100492,Travel_Frequently,Research & Development,2,Laboratory Technician,3,3,3,200,10,3,3,8,7,4,7,Yes
100493,Travel_Rarely,Research & Development,4,Manager,1,7,3,200,21,3,1,3,2,0,2,No
100494,Travel_Rarely,Human Resources,2,Human Resources,3,4,3,200,10,1,4,2,2,0,2,No
100495,Travel_Rarely,Sales,1,Sales Representative,3,1,3,200,8,3,3,8,2,0,6,Yes
100496,Travel_Rarely,Sales,1,Sales Representative,1,0,3,200,5,3,3,4,3,0,2,No
100497,Travel_Rarely,Sales,1,Sales Representative,3,1,3,200,3,2,3,3,2,1,2,No
100498,Travel_Rarely,Research & Development,5,Manager,4,4,3,200,26,2,4,2,2,0,1,Yes
100499,Travel_Rarely,Research & Development,1,Research Scientist,3,0,4,200,3,3,3,2,2,2,2,No
100500,Travel_Rarely,Sales,2,Sales Executive,3,0,3,200,6,3,3,5,0,1,2,No
100501,Travel_Rarely,Research & Development,2,Research Scientist,4,1,3,200,6,2,2,6,4,0,5,Yes
100502,Travel_Frequently,Research & Development,1,Research Scientist,3,1,4,200,1,2,3,1,0,0,0,No
100503,Travel_Rarely,Sales,2,Sales Executive,1,7,4,200,18,2,4,14,7,8,10,No
100504,Travel_Rarely,Research & Development,1,Research Scientist,4,1,3,200,10,4,2,10,9,8,8,No
100505,Travel_Frequently,Sales,2,Sales Executive,1,2,3,200,5,4,3,1,1,0,0,No
100506,Travel_Rarely,Research & Development,1,Laboratory Technician,4,1,3,200,3,2,3,3,2,0,2,Yes
100507,Travel_Rarely,Research & Development,3,Manufacturing Director,3,1,3,200,10,2,3,10,7,7,8,No
100508,Travel_Rarely,Sales,2,Sales Executive,3,1,3,200,6,5,2,6,0,1,2,No
100509,Travel_Rarely,Research & Development,2,Research Scientist,4,1,3,200,17,3,3,17,11,11,8,No
100510,Travel_Frequently,Research & Development,2,Healthcare Representative,4,3,4,200,15,2,1,13,11,4,7,No
100511,Travel_Rarely,Human Resources,3,Human Resources,2,2,3,200,16,1,4,9,7,7,1,No
100512,Travel_Rarely,Research & Development,2,Manufacturing Director,2,2,3,200,13,2,3,3,2,0,2,Yes
100513,Travel_Rarely,Research & Development,1,Research Scientist,4,0,3,200,5,0,3,4,2,1,1,No
100514,Travel_Rarely,Research & Development,1,Research Scientist,3,1,3,200,1,5,3,1,0,1,1,Yes
100515,Travel_Frequently,Research & Development,1,Research Scientist,1,1,1,200,10,3,3,10,8,9,7,Yes
100516,Non-Travel,Research & Development,1,Laboratory Technician,3,1,3,200,1,3,3,1,0,0,0,No
100517,Travel_Rarely,Research & Development,1,Research Scientist,1,2,3,200,5,3,4,3,2,0,2,No
100518,Travel_Rarely,Sales,2,Sales Executive,2,0,4,200,4,4,3,3,2,1,2,No
100519,Travel_Rarely,Sales,2,Sales Executive,4,0,4,200,8,2,3,7,7,0,5,No
100520,Travel_Frequently,Research & Development,1,Research Scientist,4,1,3,200,10,5,3,10,7,2,8,No
100521,Travel_Rarely,Sales,2,Sales Executive,2,3,1,200,12,3,3,2,2,2,2,No
100522,Travel_Frequently,Sales,2,Sales Executive,4,1,4,200,6,3,3,6,5,0,4,Yes
100523,Travel_Rarely,Research & Development,1,Research Scientist,4,3,3,200,4,2,3,1,0,0,0,No
100524,Travel_Rarely,Research & Development,1,Laboratory Technician,3,1,3,200,20,3,3,20,8,3,8,Yes
100525,Travel_Rarely,Research & Development,3,Healthcare Representative,2,1,2,200,9,3,4,8,7,7,7,No
100526,Travel_Rarely,Sales,2,Sales Executive,3,9,3,200,4,3,3,2,2,2,0,No
100527,Travel_Rarely,Research & Development,2,Healthcare Representative,3,1,3,200,20,4,3,20,7,11,10,No
100528,Travel_Rarely,Sales,2,Sales Executive,4,1,3,200,10,2,2,10,7,0,8,No
100529,Travel_Frequently,Sales,2,Sales Executive,3,3,3,200,18,4,3,4,3,1,3,Yes
100530,Travel_Rarely,Research & Development,2,Healthcare Representative,4,0,3,200,10,4,2,9,7,1,8,No
100531,Travel_Rarely,Research & Development,3,Manufacturing Director,1,1,1,200,9,3,3,9,7,0,7,No
100532,Travel_Rarely,Research & Development,3,Research Director,4,3,3,200,10,6,3,7,7,7,7,No
